fill	y	density	scaled	count	n	x	group	showSelectedlegendfill	violinwidth	width	ymin	ymax	xmin	xmax	xminv	xmaxv
#F8766D	0.16498555070357	0.0794840852156195	0.175702373703689	3.97420426078098	50	0.162791853697919	1	N(3,1)	0.175702373703689	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.92093393183334	1.07906606816666
#F8766D	0.166115986090654	0.0861849498719498	0.190514871360176	4.30924749359749	50	0.160708846214975	1	N(3,1)	0.190514871360176	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.914268307887921	1.08573169211208
#F8766D	0.167246421477739	0.0931923258349711	0.206004923070491	4.65961629174855	50	0.158530557693212	1	N(3,1)	0.206004923070491	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.907297784618279	1.09270221538172
#F8766D	0.168376856864823	0.100490611003304	0.222138039839261	5.0245305501652	50	0.156261838147604	1	N(3,1)	0.222138039839261	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.900037882072332	1.09996211792767
#F8766D	0.169507292251908	0.108081496207745	0.238917959307599	5.40407481038727	50	0.153902161972369	1	N(3,1)	0.238917959307599	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.892486918311581	1.10751308168842
#F8766D	0.170637727638992	0.115910308632376	0.256223825287651	5.79551543161881	50	0.151468524568924	1	N(3,1)	0.256223825287651	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.884699278620557	1.11530072137944
#F8766D	0.171768163026077	0.123943832897428	0.273982214010964	6.19719164487142	50	0.148971251154708	1	N(3,1)	0.273982214010964	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.876708003695066	1.12329199630493
#F8766D	0.172898598413161	0.132148588526401	0.292119115703402	6.60742942632003	50	0.146420749354209	1	N(3,1)	0.292119115703402	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.868546397933469	1.13145360206653
#F8766D	0.174029033800246	0.140477068689726	0.310529514842684	7.02385343448628	50	0.143831786975247	1	N(3,1)	0.310529514842684	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.860261718320792	1.13973828167921
#F8766D	0.17515946918733	0.148870631217531	0.329083780844049	7.44353156087654	50	0.141222593318806	1	N(3,1)	0.329083780844049	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.851912298620178	1.14808770137982
#F8766D	0.176289904574415	0.157277365453981	0.347667163371928	7.86386827269907	50	0.138609305150823	1	N(3,1)	0.347667163371928	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.843549776482632	1.15645022351737
#F8766D	0.177420339961499	0.165634169805724	0.366140174128678	8.28170849028621	50	0.136011538013155	1	N(3,1)	0.366140174128678	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.835236921642095	1.16476307835791
#F8766D	0.178550775348584	0.173878526741118	0.384364615905664	8.69392633705588	50	0.133448725888266	1	N(3,1)	0.384364615905664	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.827035922842451	1.17296407715755
#F8766D	0.179681210735669	0.181954595046413	0.402217049730426	9.09772975232066	50	0.130938227381659	1	N(3,1)	0.402217049730426	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.819002327621308	1.18099767237869
#F8766D	0.180811646122753	0.189802151391182	0.419564349807024	9.49010756955909	50	0.128498763308387	1	N(3,1)	0.419564349807024	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.811196042586839	1.18880395741316
#F8766D	0.181942081509838	0.197342651527032	0.436232891304204	9.86713257635161	50	0.126154749660346	1	N(3,1)	0.436232891304204	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.803695198913108	1.19630480108689
#F8766D	0.183072516896922	0.204546100838318	0.452156370066195	10.2273050419159	50	0.123915510459441	1	N(3,1)	0.452156370066195	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.796529633470212	1.20347036652979
#F8766D	0.184202952284007	0.211370439293128	0.467241810909035	10.5685219646564	50	0.121794120340917	1	N(3,1)	0.467241810909035	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.789741185090934	1.21025881490907
#F8766D	0.185333387671091	0.217756271264067	0.481357917703534	10.8878135632033	50	0.11980904282294	1	N(3,1)	0.481357917703534	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.78338893703341	1.21661106296659
#F8766D	0.186463823058176	0.223678311508207	0.494448796528416	11.1839155754104	50	0.117968137988192	1	N(3,1)	0.494448796528416	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.777498041562213	1.22250195843779
#F8766D	0.18759425844526	0.22913943621395	0.506520805299578	11.4569718106975	50	0.116270511754747	1	N(3,1)	0.506520805299578	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.77206563761519	1.22793436238481
#F8766D	0.188724693832345	0.23413457621573	0.517562738447758	11.7067288107865	50	0.114717739905784	1	N(3,1)	0.517562738447758	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.767096767698509	1.23290323230149
#F8766D	0.189855129219429	0.238628688844847	0.527497132917864	11.9314344422423	50	0.113320715683425	1	N(3,1)	0.527497132917864	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.762626290186961	1.23737370981304
#F8766D	0.190985564606514	0.242682390791732	0.536457984041997	12.1341195395866	50	0.112060595994094	1	N(3,1)	0.536457984041997	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.758593907181101	1.2414060928189
#F8766D	0.192115999993598	0.246327397893275	0.544515400796187	12.3163698946637	50	0.110927521763036	1	N(3,1)	0.544515400796187	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.754968069641716	1.24503193035828
#F8766D	0.193246435380683	0.249592360851073	0.551732716566804	12.4796180425536	50	0.109912586732793	1	N(3,1)	0.551732716566804	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.751720277544938	1.24827972245506
#F8766D	0.194376870767768	0.252525520276144	0.558216568925907	12.6262760138072	50	0.109000794994794	1	N(3,1)	0.558216568925907	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.748802543983342	1.25119745601666
#F8766D	0.195507306154852	0.255208569052416	0.564147542874652	12.7604284526208	50	0.108166751783252	1	N(3,1)	0.564147542874652	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.746133605706407	1.25386639429359
#F8766D	0.196637741541937	0.257705698189579	0.569667534903924	12.8852849094789	50	0.107390502904136	1	N(3,1)	0.569667534903924	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.743649609293234	1.25635039070677
#F8766D	0.197768176929021	0.260083754620032	0.574924312515422	13.0041877310016	50	0.106651268552519	1	N(3,1)	0.574924312515422	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.74128405936806	1.25871594063194
#F8766D	0.198898612316106	0.262430451724322	0.580111769230423	13.1215225862161	50	0.105921782451972	1	N(3,1)	0.580111769230423	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.73894970384631	1.26105029615369
#F8766D	0.20002904770319	0.264820861441448	0.585395854217801	13.2410430720724	50	0.105178708000622	1	N(3,1)	0.585395854217801	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.73657186560199	1.26342813439801
#F8766D	0.201159483090275	0.267328493607065	0.590939063561903	13.3664246803532	50	0.104399194186607	1	N(3,1)	0.590939063561903	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.734077421397144	1.26592257860286
#F8766D	0.202289918477359	0.270042991846308	0.596939557657741	13.5021495923154	50	0.10355537470438	1	N(3,1)	0.596939557657741	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.731377199054017	1.26862280094598
#F8766D	0.203420353864444	0.273016228287451	0.603512001674351	13.6508114143725	50	0.102631124764544	1	N(3,1)	0.603512001674351	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.728419599246542	1.27158040075346
#F8766D	0.204550789251528	0.276302419779764	0.610776243869226	13.8151209889882	50	0.10160959070589	1	N(3,1)	0.610776243869226	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.725150690258848	1.27484930974115
#F8766D	0.205681224638613	0.279968872163436	0.618881066175921	13.9984436081718	50	0.100469850069011	1	N(3,1)	0.618881066175921	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.721503520220836	1.27849647977916
#F8766D	0.206811660025698	0.284054954650065	0.62791349562519	14.2027477325033	50	0.0991996646777077	1	N(3,1)	0.62791349562519	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.717438926968665	1.28256107303134
#F8766D	0.207942095412782	0.28856844061905	0.637890715546356	14.4284220309525	50	0.0977966181262937	1	N(3,1)	0.637890715546356	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.71294917800414	1.28705082199586
#F8766D	0.209072530799867	0.293523109711676	0.648843186322476	14.6761554855838	50	0.0962564269234018	1	N(3,1)	0.648843186322476	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.708020566154886	1.29197943384511
#F8766D	0.210202966186951	0.298961132728822	0.66086412799622	14.9480566364411	50	0.0945659820005315	1	N(3,1)	0.66086412799622	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.702611142401701	1.2973888575983
#F8766D	0.211333401574036	0.304834989463657	0.673848495474391	15.2417494731828	50	0.0927400553239138	1	N(3,1)	0.673848495474391	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.696768177036524	1.30323182296348
#F8766D	0.21246383696112	0.311121058757805	0.687744073353302	15.5560529378902	50	0.0907859896846919	1	N(3,1)	0.687744073353302	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.690515166991014	1.30948483300899
#F8766D	0.213594272348205	0.317800264930089	0.702508694166929	15.8900132465045	50	0.0887097148827756	1	N(3,1)	0.702508694166929	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.683871087624882	1.31612891237512
#F8766D	0.214724707735289	0.324838436606979	0.71806682088889	16.241921830349	50	0.0865218533124999	1	N(3,1)	0.71806682088889	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.6768699306	1.3231300694
#F8766D	0.215855143122374	0.332162753599089	0.734257481922239	16.6081376799545	50	0.0842450416046851	1	N(3,1)	0.734257481922239	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.669584133134992	1.33041586686501
#F8766D	0.216985578509458	0.33971972935639	0.750962443361715	16.9859864678195	50	0.0818959064022588	1	N(3,1)	0.750962443361715	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.662066900487228	1.33793309951277
#F8766D	0.218116013896543	0.347457955938252	0.768068066141443	17.3728977969126	50	0.0794904281988596	1	N(3,1)	0.768068066141443	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.654369370236351	1.34563062976365
#F8766D	0.219246449283627	0.355298954209702	0.785400869365675	17.7649477104851	50	0.077053002745452	1	N(3,1)	0.785400869365675	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.646569608785446	1.35343039121455
#F8766D	0.220376884670712	0.363174430232288	0.802809886874789	18.1587215116144	50	0.0746048596582327	1	N(3,1)	0.802809886874789	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.638735550906345	1.36126444909366
#F8766D	0.221507320057797	0.371019286830134	0.820151219065598	18.5509643415067	50	0.0721662348189002	1	N(3,1)	0.820151219065598	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.630931951420481	1.36906804857952
#F8766D	0.222637755444881	0.378754848128749	0.837250950142707	18.9377424064375	50	0.0697615851361818	1	N(3,1)	0.837250950142707	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.623237072435782	1.37676292756422
#F8766D	0.223768190831966	0.38632304714228	0.853980720985914	19.316152357114	50	0.0674089611113558	1	N(3,1)	0.853980720985914	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.615708675556339	1.38429132444366
#F8766D	0.22489862621905	0.393667079154629	0.870214962766834	19.6833539577314	50	0.065126020860914	1	N(3,1)	0.870214962766834	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.608403266754925	1.39159673324508
#F8766D	0.226029061606135	0.400717604916251	0.885800398628812	20.0358802458125	50	0.0629343189428233	1	N(3,1)	0.885800398628812	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.601389820617035	1.39861017938297
#F8766D	0.227159496993219	0.4074198649698	0.900615980860067	20.37099324849	50	0.0608508776915532	1	N(3,1)	0.900615980860067	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.59472280861297	1.40527719138703
#F8766D	0.228289932380304	0.413746214299813	0.914600599178898	20.6873107149906	50	0.0588842907404675	1	N(3,1)	0.914600599178898	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.588429730369496	1.4115702696305
#F8766D	0.229420367767388	0.419661570664913	0.927676703053426	20.9830785332456	50	0.057045463633112	1	N(3,1)	0.927676703053426	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.582545483625958	1.41745451637404
#F8766D	0.230550803154473	0.425095658100322	0.939688944984937	21.2547829050161	50	0.0553562421114932	1	N(3,1)	0.939688944984937	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.577139974756778	1.42286002524322
#F8766D	0.231681238541557	0.430058301994401	0.950659044340932	21.50291509972	50	0.0538135718895564	1	N(3,1)	0.950659044340932	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.572203430046581	1.42779656995342
#F8766D	0.232811673928642	0.43453796179717	0.960561490328658	21.7268980898585	50	0.0524210404225324	1	N(3,1)	0.960561490328658	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.567747329352104	1.4322526706479
#F8766D	0.233942109315726	0.438509951251999	0.969341713107173	21.9254975626	50	0.0511863215943039	1	N(3,1)	0.969341713107173	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.563796229101772	1.43620377089823
#F8766D	0.235072544702811	0.441950317801194	0.976946764702904	22.0975158900597	50	0.0501168612136541	1	N(3,1)	0.976946764702904	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.560373955883693	1.43962604411631
#F8766D	0.236202980089896	0.444893304956663	0.983452341606665	22.2446652478331	50	0.0492020144615627	1	N(3,1)	0.983452341606665	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.557446446277001	1.442553553723
#F8766D	0.23733341547698	0.447343939180417	0.988869554990012	22.3671969590208	50	0.0484402188295296	1	N(3,1)	0.988869554990012	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.555008700254495	1.44499129974551
#F8766D	0.238463850864065	0.449279198555992	0.993147514094636	22.4639599277996	50	0.0478386308304418	1	N(3,1)	0.993147514094636	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.553083618657414	1.44691638134259
#F8766D	0.239594286251149	0.450731065244073	0.996356916614714	22.5365532622036	50	0.0473873086010559	1	N(3,1)	0.996356916614714	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.551639387523379	1.44836061247662
#F8766D	0.240724721638234	0.451727893376872	0.998560440359528	22.5863946688436	50	0.0470774380744413	1	N(3,1)	0.998560440359528	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.550647801838212	1.44935219816179
#F8766D	0.241855157025318	0.452281778129938	0.999784822141213	22.6140889064969	50	0.0469052593863919	1	N(3,1)	0.999784822141213	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.550096830036454	1.44990316996355
#F8766D	0.242985592412403	0.452379120100361	1	22.618956005018	50	0.046875	1	N(3,1)	1	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.55	1.45
#F8766D	0.244116027799487	0.452075919789266	0.999329765018713	22.6037959894633	50	0.0469692517942435	1	N(3,1)	0.999329765018713	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.550301605741579	1.44969839425842
#F8766D	0.245246463186572	0.451389729639863	0.997812917492128	22.5694864819931	50	0.0471825584776695	1	N(3,1)	0.997812917492128	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.550984187128542	1.44901581287146
#F8766D	0.246376898573656	0.450321485837654	0.995451526891314	22.5160742918827	50	0.047514629030909	1	N(3,1)	0.995451526891314	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.552046812898909	1.44795318710109
#F8766D	0.247507333960741	0.448889388343572	0.992285824871814	22.4444694171786	50	0.0479598058774011	1	N(3,1)	0.992285824871814	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.553471378807683	1.44652862119232
#F8766D	0.248637769347826	0.447126059933575	0.988387925230456	22.3563029966787	50	0.0485079480144672	1	N(3,1)	0.988387925230456	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.555225433646295	1.44477456635371
#F8766D	0.24976820473491	0.445044618859961	0.983786826326616	22.2522309429981	50	0.0491549775478196	1	N(3,1)	0.983786826326616	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.557295928153023	1.44270407184698
#F8766D	0.250898640121995	0.442631388687728	0.978452295918366	22.1315694343864	50	0.0499051458864798	1	N(3,1)	0.978452295918366	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.559696466836735	1.44030353316326
#F8766D	0.252029075509079	0.439918727690581	0.972455863110979	21.9959363845291	50	0.0507483942500186	1	N(3,1)	0.972455863110979	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.56239486160006	1.43760513839994
#F8766D	0.253159510896164	0.436916121637942	0.965818496532315	21.8458060818971	50	0.0516817739251433	1	N(3,1)	0.965818496532315	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.565381676560458	1.43461832343954
#F8766D	0.254289946283248	0.433619611951065	0.958531445604442	21.6809805975532	50	0.0527065154618753	1	N(3,1)	0.958531445604442	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.568660849478001	1.431339150522
#F8766D	0.255420381670333	0.430017919113001	0.950569776557329	21.5008959556501	50	0.0538261251716257	1	N(3,1)	0.950569776557329	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.572243600549202	1.4277563994508
#F8766D	0.256550817057417	0.42612842636035	0.941971915648567	21.3064213180175	50	0.0550351993619204	1	N(3,1)	0.941971915648567	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.576112637958145	1.42388736204185
#F8766D	0.257681252444502	0.42194632815598	0.932727240068841	21.097316407799	50	0.0563352318653192	1	N(3,1)	0.932727240068841	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.580272741969022	1.41972725803098
#F8766D	0.258811687831586	0.417444425854691	0.922775626253662	20.8722212927345	50	0.0577346775580788	1	N(3,1)	0.922775626253662	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.584750968185852	1.41524903181415
#F8766D	0.259942123218671	0.412621804744006	0.912115052198841	20.6310902372003	50	0.059233820784538	1	N(3,1)	0.912115052198841	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.589548226510522	1.41045177348948
#F8766D	0.261072558605755	0.40747660277284	0.900741401774779	20.373830138642	50	0.0608332403754217	1	N(3,1)	0.900741401774779	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.594666369201349	1.40533363079865
#F8766D	0.26220299399284	0.401994274586756	0.888622521962493	20.0997137293378	50	0.0625374578490245	1	N(3,1)	0.888622521962493	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.600119865116878	1.39988013488312
#F8766D	0.263333429379925	0.396131673444051	0.875663035367699	19.8065836722025	50	0.0643598856514173	1	N(3,1)	0.875663035367699	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.605951634084535	1.39404836591546
#F8766D	0.264463864767009	0.389906328746727	0.86190169135177	19.4953164373363	50	0.0662950746536573	1	N(3,1)	0.86190169135177	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.612144238891704	1.3878557611083
#F8766D	0.265594300154094	0.383307155641811	0.847313986456257	19.1653577820905	50	0.0683464706545888	1	N(3,1)	0.847313986456257	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.618708706094684	1.38129129390532
#F8766D	0.266724735541178	0.376307432249291	0.831840851022936	18.8153716124646	50	0.0705223803248997	1	N(3,1)	0.831840851022936	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.625671617039679	1.37432838296032
#F8766D	0.267855170928263	0.368897338893957	0.815460578313422	18.4448669446979	50	0.072825856174675	1	N(3,1)	0.815460578313422	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.63304273975896	1.36695726024104
#F8766D	0.268985606315347	0.361094607873176	0.798212366196449	18.0547303936588	50	0.0752513860036244	1	N(3,1)	0.798212366196449	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.640804435211598	1.3591955647884
#F8766D	0.270116041702432	0.352901310384171	0.780100793126525	17.6450655192086	50	0.0777983259665824	1	N(3,1)	0.780100793126525	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.648954643093064	1.35104535690694
#F8766D	0.271246477089516	0.34429367837464	0.761073318985762	17.214683918732	50	0.0804740645176272	1	N(3,1)	0.761073318985762	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.657517006456407	1.34248299354359
#F8766D	0.272376912476601	0.335312833199985	0.741220843980587	16.7656416599992	50	0.08326581881523	1	N(3,1)	0.741220843980587	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.666450620208736	1.33354937979126
#F8766D	0.273507347863685	0.325982808127934	0.720596494496948	16.2991404063967	50	0.0861661179613667	1	N(3,1)	0.720596494496948	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.675731577476373	1.32426842252363
#F8766D	0.27463778325077	0.316320526722858	0.699237680670765	15.8160263361429	50	0.0891697011556737	1	N(3,1)	0.699237680670765	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.685343043698156	1.31465695630184
#F8766D	0.275768218637855	0.306346784979112	0.677190372781017	15.3173392489556	50	0.0922701038276695	1	N(3,1)	0.677190372781017	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.695264332248542	1.30473566775146
#F8766D	0.276898654024939	0.296120803000485	0.654585478955771	14.8060401500242	50	0.0954489170218447	1	N(3,1)	0.654585478955771	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.705436534469903	1.2945634655301
#F8766D	0.278029089412024	0.285682421290942	0.631511068034181	14.2841210645471	50	0.0986937560576933	1	N(3,1)	0.631511068034181	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.715820019384619	1.28417998061538
#F8766D	0.279159524799108	0.275068041919202	0.60804760807302	13.7534020959601	50	0.101993305114732	1	N(3,1)	0.60804760807302	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.726378576367141	1.27362142363286
#F8766D	0.280289960186193	0.264336415363012	0.584324969075425	13.2168207681506	50	0.105329301223768	1	N(3,1)	0.584324969075425	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.737053763916059	1.26294623608394
#F8766D	0.281420395573277	0.253541506311538	0.56046244189009	12.6770753155769	50	0.108684969109206	1	N(3,1)	0.56046244189009	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.74779190114946	1.25220809885054
#F8766D	0.282550830960362	0.242732392648532	0.536568514909976	12.1366196324266	50	0.112045052590785	1	N(3,1)	0.536568514909976	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.758544168290511	1.24145583170949
#F8766D	0.283681266347446	0.231967059241553	0.5127713657299	11.5983529620776	50	0.115391526694233	1	N(3,1)	0.5127713657299	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.769252885421545	1.23074711457845
#F8766D	0.284811701734531	0.221293909414614	0.489177991604741	11.0646954707307	50	0.118709344930583	1	N(3,1)	0.489177991604741	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.779869903777867	1.22013009622213
#F8766D	0.285942137121615	0.210757110928087	0.465886026926552	10.5378555464043	50	0.121984777463454	1	N(3,1)	0.465886026926552	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.790351287883052	1.20964871211695
#F8766D	0.2870725725087	0.200407173188515	0.443007124519925	10.0203586594257	50	0.125202123114385	1	N(3,1)	0.443007124519925	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.800646793966034	1.19935320603397
#F8766D	0.288203007895784	0.190289340323006	0.420641298123553	9.51446701615031	50	0.128347317451375	1	N(3,1)	0.420641298123553	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.810711415844401	1.1892885841556
#F8766D	0.289333443282869	0.180425238735499	0.398836353666082	9.02126193677494	50	0.131413637765707	1	N(3,1)	0.398836353666082	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.820523640850263	1.17947635914974
#F8766D	0.290463878669953	0.170841317954839	0.377650758763882	8.54206589774193	50	0.134392862048829	1	N(3,1)	0.377650758763882	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.830057158556253	1.16994284144375
#F8766D	0.291594314057038	0.161585060066169	0.357189474240812	8.07925300330846	50	0.137270230184886	1	N(3,1)	0.357189474240812	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.839264736591635	1.16073526340837
#F8766D	0.292724749444123	0.152654346723304	0.337447817417916	7.63271733616521	50	0.140046400675605	1	N(3,1)	0.337447817417916	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.848148482161938	1.15185151783806
#F8766D	0.293855184831207	0.144054253816569	0.318437008729779	7.20271269082843	50	0.142719795647375	1	N(3,1)	0.318437008729779	0.9	0.16498555070357	0.306289974089137	0.046875	0.328125	0.856703346071599	1.1432966539284
