x	y	fill	count	density	group	xcenter	ycenter	colour	size
0.0603576751117732	0.0543309199140116	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0603576751117732	0.0365781709950793	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0454545454545455	0.0277017965356132	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0305514157973177	0.0365781709950793	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0305514157973177	0.0543309199140116	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0454545454545455	0.0632072943734777	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0603576751117732	0.0543309199140116	#51A7E9	9	0.009	1	0.207499	530.498293844888	#51A7E9	0
0.0901639344262292	0.0543309199140116	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0901639344262292	0.0365781709950793	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0752608047690015	0.0277017965356132	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0603576751117738	0.0365781709950793	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0603576751117738	0.0543309199140116	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0752608047690015	0.0632072943734777	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.0901639344262292	0.0543309199140116	#132B43	121	0.121	2	0.290499	530.498293844888	#132B43	0
0.119970193740685	0.0543309199140116	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.119970193740685	0.0365781709950793	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.105067064083458	0.0277017965356132	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.0901639344262298	0.0365781709950793	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.0901639344262298	0.0543309199140116	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.105067064083458	0.0632072943734777	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.119970193740685	0.0543309199140116	#3A78AB	48	0.048	3	0.373499	530.498293844888	#3A78AB	0
0.149776453055141	0.0543309199140116	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.149776453055141	0.0365781709950793	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.134873323397914	0.0277017965356132	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.119970193740686	0.0365781709950793	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.119970193740686	0.0543309199140116	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.134873323397914	0.0632072943734777	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.149776453055141	0.0543309199140116	#54AEF3	3	0.003	4	0.456499	530.498293844888	#54AEF3	0
0.0752608047690012	0.0810688878284501	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0752608047690012	0.0633161389095178	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0603576751117735	0.0544397644500517	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0454545454545457	0.0633161389095178	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0454545454545457	0.0810688878284501	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0603576751117735	0.0899452622879162	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.0752608047690012	0.0810688878284501	#55B1F7	1	0.001	5	0.248999	1060.99658868978	#55B1F7	0
0.105067064083457	0.0810688878284501	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.105067064083457	0.0633161389095178	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.0901639344262295	0.0544397644500517	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.0752608047690018	0.0633161389095178	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.0752608047690018	0.0810688878284501	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.0901639344262295	0.0899452622879162	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.105067064083457	0.0810688878284501	#29577E	78	0.078	6	0.331999	1060.99658868978	#29577E	0
0.134873323397913	0.0810688878284501	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.134873323397913	0.0633161389095178	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.119970193740686	0.0544397644500517	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.105067064083458	0.0633161389095178	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.105067064083458	0.0810688878284501	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.119970193740686	0.0899452622879162	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.134873323397913	0.0810688878284501	#326A97	61	0.061	7	0.414999	1060.99658868978	#326A97	0
0.164679582712369	0.0810688878284501	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.164679582712369	0.0633161389095178	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.149776453055142	0.0544397644500517	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.134873323397914	0.0633161389095178	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.134873323397914	0.0810688878284501	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.149776453055142	0.0899452622879162	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.164679582712369	0.0810688878284501	#4691CC	27	0.027	8	0.497999	1060.99658868978	#4691CC	0
0.194485842026825	0.0810688878284501	#53ABF0	5	0.005	9	0.580999	1060.99658868978	#53ABF0	0
0.194485842026825	0.0633161389095178	#53ABF0	5	0.005	9	0.580999	1060.99658868978	#53ABF0	0
0.179582712369598	0.0544397644500517	#53ABF0	5	0.005	9	0.580999	1060.99658868978	#53ABF0	0
