linetype	x	y	group
solid	0.0454545454545455	0.165118297513925	1
solid	0.146464646464646	0.224495151026483	1
solid	0.247474747474748	0.26060083694737	1
solid	0.348484848484849	0.320758909375047	1
solid	0.44949494949495	0.373158573334952	1
solid	0.550505050505051	0.43776239132361	1
solid	0.651515151515152	0.481370683940438	1
solid	0.752525252525253	0.516586515765757	1
solid	0.853535353535354	0.582549894141601	1
solid	0.954545454545455	0.63180935841211	1
solid	0.0454545454545455	0.0666601057429358	2
solid	0.146464646464646	0.121249108067793	2
solid	0.247474747474748	0.149119247313103	2
solid	0.348484848484849	0.217662151209863	2
solid	0.44949494949495	0.249630296358968	2
solid	0.550505050505051	0.256212317104334	2
solid	0.651515151515152	0.29650201057099	2
solid	0.752525252525253	0.375552701193483	2
solid	0.853535353535354	0.400335755573769	2
solid	0.954545454545455	0.437031777242976	2
solid	0.0454545454545455	0.25382747721924	3
solid	0.146464646464646	0.290493988137913	3
solid	0.247474747474748	0.357901539898017	3
solid	0.348484848484849	0.420382173518132	3
solid	0.44949494949495	0.456307196215706	3
solid	0.550505050505051	0.525506164785203	3
solid	0.651515151515152	0.581988596263563	3
solid	0.752525252525253	0.630043645138519	3
solid	0.853535353535354	0.667955292986193	3
solid	0.954545454545455	0.746178720108492	3
solid	0.0454545454545455	0.192710968412187	4
solid	0.146464646464646	0.236860210149336	4
solid	0.247474747474748	0.29464306271255	4
solid	0.348484848484849	0.399242474766835	4
solid	0.44949494949495	0.436594698856543	4
solid	0.550505050505051	0.485862550022569	4
solid	0.651515151515152	0.547608665704267	4
solid	0.752525252525253	0.603546195987951	4
solid	0.853535353535354	0.666700179982392	4
solid	0.954545454545455	0.739632144280004	4
solid	0.0454545454545455	0.133315076487447	5
solid	0.146464646464646	0.174284361554698	5
solid	0.247474747474748	0.217428709956334	5
solid	0.348484848484849	0.270916778278965	5
solid	0.44949494949495	0.321736940381561	5
solid	0.550505050505051	0.380123967271611	5
solid	0.651515151515152	0.426512537236033	5
solid	0.752525252525253	0.4502579152171	5
solid	0.853535353535354	0.512097702961908	5
solid	0.954545454545455	0.579137812440797	5
solid	0.0454545454545455	0.225649367745419	6
solid	0.146464646464646	0.306777764280795	6
solid	0.247474747474748	0.36792816619851	6
solid	0.348484848484849	0.42016267209059	6
solid	0.44949494949495	0.482241072635091	6
solid	0.550505050505051	0.557251403868519	6
solid	0.651515151515152	0.616786551292921	6
solid	0.752525252525253	0.64466963238669	6
solid	0.853535353535354	0.741201978147427	6
solid	0.954545454545455	0.782823697440269	6
solid	0.0454545454545455	0.142486893631906	7
solid	0.146464646464646	0.21900828279125	7
solid	0.247474747474748	0.256080427937479	7
solid	0.348484848484849	0.325312752575502	7
solid	0.44949494949495	0.410092801514701	7
solid	0.550505050505051	0.411897332675141	7
solid	0.651515151515152	0.499293410985986	7
solid	0.752525252525253	0.575124359323426	7
solid	0.853535353535354	0.635444178341493	7
solid	0.954545454545455	0.671898102551653	7
solid	0.0454545454545455	0.208050775118259	8
solid	0.146464646464646	0.212293073786953	8
solid	0.247474747474748	0.294781846645378	8
solid	0.348484848484849	0.286132721155735	8
solid	0.44949494949495	0.34762020047564	8
solid	0.550505050505051	0.374242753604683	8
solid	0.651515151515152	0.416328574357096	8
solid	0.752525252525253	0.459886146543583	8
solid	0.853535353535354	0.479640411259897	8
solid	0.954545454545455	0.523577794559777	8
solid	0.0454545454545455	0.0942447368027851	9
solid	0.146464646464646	0.16876472551859	9
solid	0.247474747474748	0.218228730553553	9
solid	0.348484848484849	0.268377187017065	9
solid	0.44949494949495	0.303427511621728	9
solid	0.550505050505051	0.362813771117657	9
solid	0.651515151515152	0.419261310028165	9
solid	0.752525252525253	0.470871672318727	9
solid	0.853535353535354	0.516172835917942	9
solid	0.954545454545455	0.568380575002901	9
3133	0.0454545454545455	0.0832808866026291	10
3133	0.146464646464646	0.0948442109585511	10
3133	0.247474747474748	0.104228959242497	10
3133	0.348484848484849	0.126646166004569	10
3133	0.44949494949495	0.16166867233769	10
3133	0.550505050505051	0.167347696090163	10
3133	0.651515151515152	0.19561036519674	10
3133	0.752525252525253	0.195278144287008	10
3133	0.853535353535354	0.233729097185143	10
3133	0.954545454545455	0.231825864877594	10
solid	0.0454545454545455	0.140619095137873	11
solid	0.146464646464646	0.19063383624581	11
solid	0.247474747474748	0.272234600598095	11
solid	0.348484848484849	0.305350945011774	11
solid	0.44949494949495	0.364907129968362	11
solid	0.550505050505051	0.417297696834242	11
solid	0.651515151515152	0.479765211380762	11
solid	0.752525252525253	0.508017847016722	11
solid	0.853535353535354	0.589908884516388	11
solid	0.954545454545455	0.628965424196036	11
solid	0.0454545454545455	0.156639260904815	12
solid	0.146464646464646	0.186420998542314	12
solid	0.247474747474748	0.249704102778781	12
solid	0.348484848484849	0.315873737909743	12
solid	0.44949494949495	0.363679920048453	12
solid	0.550505050505051	0.432356626974166	12
solid	0.651515151515152	0.478402854470384	12
solid	0.752525252525253	0.50654286328061	12
solid	0.853535353535354	0.56770693492415	12
solid	0.954545454545455	0.626430151982292	12
solid	0.0454545454545455	0.120606582714881	13
solid	0.146464646464646	0.162598520996545	13
solid	0.247474747474748	0.231711107878076	13
solid	0.348484848484849	0.296900583062287	13
solid	0.44949494949495	0.331253765998522	13
solid	0.550505050505051	0.393338191516863	13
solid	0.651515151515152	0.471759936510793	13
solid	0.752525252525253	0.537657477969588	13
solid	0.853535353535354	0.573492238869295	13
solid	0.954545454545455	0.687557868664145	13
solid	0.0454545454545455	0.193747053177948	14
solid	0.146464646464646	0.221902527219407	14
solid	0.247474747474748	0.268861291297404	14
solid	0.348484848484849	0.33418077546247	14
solid	0.44949494949495	0.337521595876615	14
solid	0.550505050505051	0.387042921162019	14
solid	0.651515151515152	0.450048880231531	14
solid	0.752525252525253	0.477072667350929	14
solid	0.853535353535354	0.529003791255736	14
solid	0.954545454545455	0.60245865013327	14
solid	0.0454545454545455	0.192085921698332	15
solid	0.146464646464646	0.291576336411544	15
solid	0.247474747474748	0.36610117220522	15
solid	0.348484848484849	0.434051372856304	15
solid	0.44949494949495	0.531685289277967	15
solid	0.550505050505051	0.59960894308227	15
solid	0.651515151515152	0.701671266352287	15
solid	0.752525252525253	0.770908527049672	15
solid	0.853535353535354	0.855026331927111	15
solid	0.954545454545455	0.954545454545454	15
solid	0.0454545454545455	0.244470843295731	16
solid	0.146464646464646	0.310112680922564	16
solid	0.247474747474748	0.384307905963564	16
solid	0.348484848484849	0.447816967337073	16
solid	0.44949494949495	0.521720048942122	16
solid	0.550505050505051	0.564685871385599	16
solid	0.651515151515152	0.635538766073726	16
solid	0.752525252525253	0.691649309380281	16
solid	0.853535353535354	0.763808344641502	16
solid	0.954545454545455	0.829898433257669	16
solid	0.0454545454545455	0.211707338572554	17
solid	0.146464646464646	0.255375892531454	17
solid	0.247474747474748	0.27103078218257	17
solid	0.348484848484849	0.299901847178834	17
solid	0.44949494949495	0.339301584755748	17
solid	0.550505050505051	0.363788576222611	17
solid	0.651515151515152	0.415945327443785	17
solid	0.752525252525253	0.431024821106644	17
solid	0.853535353535354	0.455264676256352	17
solid	0.954545454545455	0.516867410556468	17
solid	0.0454545454545455	0.121939664854641	18
solid	0.146464646464646	0.126241326028533	18
solid	0.247474747474748	0.197053396671613	18
solid	0.348484848484849	0.237040948291511	18
solid	0.44949494949495	0.301498304762624	18
solid	0.550505050505051	0.320922478415713	18
solid	0.651515151515152	0.370464615055934	18
solid	0.752525252525253	0.421100614933947	18
solid	0.853535353535354	0.45692306536429	18
solid	0.954545454545455	0.501831912215712	18
solid	0.0454545454545455	0.0726224203014608	19
solid	0.146464646464646	0.132613018607592	19
solid	0.247474747474748	0.19166565989365	19
solid	0.348484848484849	0.245986397084214	19
solid	0.44949494949495	0.32630051493029	19
solid	0.550505050505051	0.375311078831261	19
solid	0.651515151515152	0.449017712339672	19
solid	0.752525252525253	0.51791683654293	19
solid	0.853535353535354	0.568253060236154	19
solid	0.954545454545455	0.625685527402124	19
solid	0.0454545454545455	0.0454545454545455	20
solid	0.146464646464646	0.0943894303703394	20
solid	0.247474747474748	0.140550157281599	20
solid	0.348484848484849	0.198355444807138	20
solid	0.44949494949495	0.258508482383824	20
solid	0.550505050505051	0.298576715483338	20
solid	0.651515151515152	0.354545426667254	20
solid	0.752525252525253	0.379297468717835	20
solid	0.853535353535354	0.459372404482997	20
solid	0.954545454545455	0.495136633084775	20
3133	0.0454545454545455	0.119249265286036	21
3133	0.146464646464646	0.16275727122381	21
3133	0.247474747474748	0.173626480456914	21
3133	0.348484848484849	0.239810317221637	21
3133	0.44949494949495	0.260887882671194	21
3133	0.550505050505051	0.305442086986958	21
3133	0.651515151515152	0.334531759661424	21
3133	0.752525252525253	0.366829643600334	21
3133	0.853535353535354	0.387743526567919	21
3133	0.954545454545455	0.424375446581675	21
3133	0.0454545454545455	0.12586357914117	22
3133	0.146464646464646	0.159138482779182	22
3133	0.247474747474748	0.209943092027677	22
3133	0.348484848484849	0.236759832133137	22
3133	0.44949494949495	0.263113134696089	22
3133	0.550505050505051	0.309963920524707	22
3133	0.651515151515152	0.334321323890332	22
3133	0.752525252525253	0.362855133894099	22
3133	0.853535353535354	0.404291301032877	22
3133	0.954545454545455	0.435930186737901	22
solid	0.0454545454545455	0.191956545211123	23
solid	0.146464646464646	0.248738788140274	23
solid	0.247474747474748	0.272480268207481	23
solid	0.348484848484849	0.34949182977898	23
solid	0.44949494949495	0.388365160914109	23
solid	0.550505050505051	0.431028645027434	23
solid	0.651515151515152	0.478057858597621	23
solid	0.752525252525253	0.556497180348114	23
solid	0.853535353535354	0.573940151687133	23
solid	0.954545454545455	0.644700094110273	23
solid	0.0454545454545455	0.195998759082227	24
solid	0.146464646464646	0.240247746687764	24
solid	0.247474747474748	0.256728851471355	24
solid	0.348484848484849	0.299135501075784	24
solid	0.44949494949495	0.348395053342908	24
solid	0.550505050505051	0.37138781520363	24
solid	0.651515151515152	0.409798132711156	24
solid	0.752525252525253	0.444681577207149	24
solid	0.853535353535354	0.502396509214251	24
solid	0.954545454545455	0.524713258634713	24
solid	0.0454545454545455	0.251204013207615	25
solid	0.146464646464646	0.322227773179899	25
solid	0.247474747474748	0.344616517410996	25
solid	0.348484848484849	0.4075512239386	25
solid	0.44949494949495	0.515441921574537	25
solid	0.550505050505051	0.562622411666476	25
solid	0.651515151515152	0.627551553575336	25
solid	0.752525252525253	0.668835498746186	25
solid	0.853535353535354	0.752719755114514	25
solid	0.954545454545455	0.784352255424352	25
solid	0.0454545454545455	0.225704150023971	26
solid	0.146464646464646	0.226661461271111	26
solid	0.247474747474748	0.258390913521972	26
solid	0.348484848484849	0.291799918460602	26
solid	0.44949494949495	0.31418339063002	26
solid	0.550505050505051	0.376559673744111	26
solid	0.651515151515152	0.397835670450706	26
solid	0.752525252525253	0.448527071508891	26
solid	0.853535353535354	0.47992849966722	26
solid	0.954545454545455	0.513999132258343	26
solid	0.0454545454545455	0.196485186507761	27
solid	0.146464646464646	0.233380081382892	27
solid	0.247474747474748	0.28336798439822	27
solid	0.348484848484849	0.351990751897243	27
solid	0.44949494949495	0.377981485345637	27
solid	0.550505050505051	0.444245917429422	27
solid	0.651515151515152	0.477039626229182	27
solid	0.752525252525253	0.544786080627856	27
solid	0.853535353535354	0.57471084020729	27
solid	0.954545454545455	0.62060589185977	27
solid	0.0454545454545455	0.136247842700124	28
solid	0.146464646464646	0.183583365938533	28
solid	0.247474747474748	0.239319761148698	28
solid	0.348484848484849	0.298892192024409	28
solid	0.44949494949495	0.364964488869184	28
solid	0.550505050505051	0.392853984013982	28
solid	0.651515151515152	0.413374817688026	28
solid	0.752525252525253	0.47846878209665	28
solid	0.853535353535354	0.512877167128759	28
solid	0.954545454545455	0.563604278846659	28
solid	0.0454545454545455	0.135259513819027	29
solid	0.146464646464646	0.151503895450648	29
solid	0.247474747474748	0.21861891085167	29
solid	0.348484848484849	0.244376905991963	29
solid	0.44949494949495	0.251139212316592	29
solid	0.550505050505051	0.329852530416146	29
solid	0.651515151515152	0.354018385398619	29
solid	0.752525252525253	0.391728947623296	29
solid	0.853535353535354	0.404185872264807	29
solid	0.954545454545455	0.457190249154761	29
solid	0.0454545454545455	0.162370723063757	30
solid	0.146464646464646	0.202922524509319	30
solid	0.247474747474748	0.240138449603536	30
solid	0.348484848484849	0.256715192457773	30
solid	0.44949494949495	0.304257981282994	30
solid	0.550505050505051	0.330535333800156	30
solid	0.651515151515152	0.376769283055591	30
solid	0.752525252525253	0.42492780147024	30
solid	0.853535353535354	0.460288264435373	30
solid	0.954545454545455	0.487812409702295	30
3133	0.0454545454545455	0.137798264954431	31
3133	0.146464646464646	0.169620943165234	31
3133	0.247474747474748	0.175714567934434	31
3133	0.348484848484849	0.240728909401956	31
3133	0.44949494949495	0.27554860481541	31
3133	0.550505050505051	0.301548492885132	31
3133	0.651515151515152	0.313254193034297	31
3133	0.752525252525253	0.350701482140079	31
3133	0.853535353535354	0.392825487783612	31
3133	0.954545454545455	0.432673247487589	31
solid	0.0454545454545455	0.153507711256935	32
solid	0.146464646464646	0.189156733344725	32
solid	0.247474747474748	0.22448341303699	32
solid	0.348484848484849	0.268565930110051	32
solid	0.44949494949495	0.314778310113377	32
solid	0.550505050505051	0.327801212483676	32
solid	0.651515151515152	0.371752829960296	32
solid	0.752525252525253	0.409381522253218	32
solid	0.853535353535354	0.465063897479591	32
solid	0.954545454545455	0.49500747475001	32
solid	0.0454545454545455	0.201002138068268	33
solid	0.146464646464646	0.253825663325732	33
solid	0.247474747474748	0.28099642189681	33
solid	0.348484848484849	0.334344238157973	33
solid	0.44949494949495	0.401947092864952	33
solid	0.550505050505051	0.429441863032296	33
solid	0.651515151515152	0.478825692703534	33
solid	0.752525252525253	0.495979938915517	33
solid	0.853535353535354	0.571486021074868	33
solid	0.954545454545455	0.593060176772698	33
solid	0.0454545454545455	0.156843660897994	34
solid	0.146464646464646	0.19706767050096	34
solid	0.247474747474748	0.244933431856871	34
solid	0.348484848484849	0.308649410949689	34
solid	0.44949494949495	0.363429068292457	34
solid	0.550505050505051	0.404229090333442	34
solid	0.651515151515152	0.454038703161087	34
solid	0.752525252525253	0.487278561878287	34
solid	0.853535353535354	0.557825976272384	34
solid	0.954545454545455	0.632105180831884	34
3133	0.0454545454545455	0.0697637934740783	35
3133	0.146464646464646	0.101346964512979	35
3133	0.247474747474748	0.108081900255699	35
3133	0.348484848484849	0.155384444565759	35
3133	0.44949494949495	0.185079905828062	35
3133	0.550505050505051	0.214206238123348	35
3133	0.651515151515152	0.228796861304548	35
3133	0.752525252525253	0.256656885427863	35
3133	0.853535353535354	0.266034508636427	35
3133	0.954545454545455	0.317943102132421	35
solid	0.0454545454545455	0.15969597822997	36
solid	0.146464646464646	0.200043992058106	36
solid	0.247474747474748	0.273951201681405	36
solid	0.348484848484849	0.301091183559357	36
solid	0.44949494949495	0.353451980819898	36
solid	0.550505050505051	0.429037209777653	36
solid	0.651515151515152	0.476484331144099	36
solid	0.752525252525253	0.53200947902024	36
solid	0.853535353535354	0.581570073495303	36
solid	0.954545454545455	0.622699774037501	36
solid	0.0454545454545455	0.177427690839388	37
solid	0.146464646464646	0.254969137975643	37
solid	0.247474747474748	0.34487731469965	37
solid	0.348484848484849	0.402015020970834	37
solid	0.44949494949495	0.475170439122797	37
solid	0.550505050505051	0.590741634989191	37
solid	0.651515151515152	0.65787790985223	37
solid	0.752525252525253	0.728946224868092	37
solid	0.853535353535354	0.819495445717678	37
solid	0.954545454545455	0.896837131304379	37
solid	0.0454545454545455	0.143101490228844	38
solid	0.146464646464646	0.162336614286689	38
solid	0.247474747474748	0.252238247069471	38
solid	0.348484848484849	0.281300928319705	38
solid	0.44949494949495	0.321647857756801	38
solid	0.550505050505051	0.367536215760696	38
solid	0.651515151515152	0.391707497760155	38
solid	0.752525252525253	0.455090265965369	38
solid	0.853535353535354	0.49565125570717	38
solid	0.954545454545455	0.531339358572107	38
solid	0.0454545454545455	0.137057314090775	39
solid	0.146464646464646	0.188300805516443	39
solid	0.247474747474748	0.230519656648063	39
solid	0.348484848484849	0.244021845354962	39
solid	0.44949494949495	0.292937662416035	39
solid	0.550505050505051	0.332527738631004	39
solid	0.651515151515152	0.37452499196897	39
solid	0.752525252525253	0.398171376194581	39
solid	0.853535353535354	0.446511194538542	39
solid	0.954545454545455	0.502703540700509	39
solid	0.0454545454545455	0.0954428354069521	40
solid	0.146464646464646	0.159939394251582	40
solid	0.247474747474748	0.195194877564079	40
solid	0.348484848484849	0.213138573787861	40
solid	0.44949494949495	0.273245410886919	40
solid	0.550505050505051	0.281042595214926	40
solid	0.651515151515152	0.365668615291333	40
solid	0.752525252525253	0.378426133340701	40
solid	0.853535353535354	0.404007727494278	40
solid	0.954545454545455	0.43764330234934	40
solid	0.0454545454545455	0.0983457391605663	41
solid	0.146464646464646	0.155513049635469	41
solid	0.247474747474748	0.194896462164794	41
solid	0.348484848484849	0.238024677212852	41
solid	0.44949494949495	0.277245419464321	41
solid	0.550505050505051	0.350771242286127	41
solid	0.651515151515152	0.381988727451258	41
solid	0.752525252525253	0.438224226895779	41
solid	0.853535353535354	0.448285403630906	41
solid	0.954545454545455	0.531833894802429	41
solid	0.0454545454545455	0.154068538599718	42
solid	0.146464646464646	0.169713872284374	42
solid	0.247474747474748	0.2484988049536	42
solid	0.348484848484849	0.265182214329289	42
solid	0.44949494949495	0.323761648548867	42
solid	0.550505050505051	0.352959051170101	42
solid	0.651515151515152	0.397390112326082	42
solid	0.752525252525253	0.435257583681273	42
solid	0.853535353535354	0.48610226563651	42
solid	0.954545454545455	0.507069506875297	42
solid	0.0454545454545455	0.132656616153276	43
solid	0.146464646464646	0.172111103405424	43
solid	0.247474747474748	0.2129065723912	43
solid	0.348484848484849	0.243366737758068	43
solid	0.44949494949495	0.280554143412676	43
solid	0.550505050505051	0.323228798371953	43
solid	0.651515151515152	0.339215658949026	43
solid	0.752525252525253	0.381531300746541	43
solid	0.853535353535354	0.452031366160345	43
solid	0.954545454545455	0.451628278569538	43
3133	0.0454545454545455	0.130698191212594	44
