size	colour	fill	x	y
4.08705272782234	#F8766D	#F8766D	0.543690209464621	0.744433557893025
3.27536257534948	#F8766D	#F8766D	0.584910547938386	0.652685301606002
3.9436024140372	#F8766D	#F8766D	0.733928456942522	0.590819479828599
3.51909079166764	#F8766D	#F8766D	0.603980018960725	0.669302244087999
3.30817170050165	#F8766D	#F8766D	0.6772382682187	0.555034994487694
4.21710801379334	#F8766D	#F8766D	0.628811435724704	0.738506229284893
3.92530253611107	#F8766D	#F8766D	0.710756892016225	0.631039994478288
4.91853636766061	#F8766D	#F8766D	0.586139930880403	0.841022812043842
4.14825264418647	#F8766D	#F8766D	0.700323610591946	0.681761470637884
2.9879759035173	#F8766D	#F8766D	0.634841441312936	0.581965035612644
4.85962961551598	#F8766D	#F8766D	0.814033528446169	0.681116269217276
3.27536257534948	#F8766D	#F8766D	0.615204315678617	0.637724335672312
3.2199378875997	#F8766D	#F8766D	0.673981767498206	0.520917413523854
4.83735464897913	#F8766D	#F8766D	0.774685467334282	0.728427904990816
2.72323337229845	#F8766D	#F8766D	0.559840373944621	0.614174608396926
5.25128555688986	#F8766D	#F8766D	0.906389616985181	0.599554583737312
2.85236743776113	#F8766D	#F8766D	0.547277564884298	0.627528560865933
3	#F8766D	#F8766D	0.647045708900006	0.561454013345183
4.60086948304339	#F8766D	#F8766D	0.781747197307419	0.667978372362623
4.13956519455848	#F8766D	#F8766D	0.722002214272275	0.655535889418892
3.3834893231692	#F8766D	#F8766D	0.67031393103575	0.591373380549056
2.38495282972222	#F8766D	#F8766D	0.52999302149026	0.596179575675666
2.26097324177001	#F8766D	#F8766D	0.565695752433232	0.577604885635299
4.35981650990039	#F8766D	#F8766D	0.774043399598887	0.620269943130464
3.43627705518632	#F8766D	#F8766D	0.691305285192786	0.545702274298893
1.69705627484771	#F8766D	#F8766D	0.532555134089348	0.558202827053946
1.95345847153196	#F8766D	#F8766D	0.53471640812413	0.57031262868926
2.06106768447812	#F8766D	#F8766D	0.586871910102808	0.526441348437309
3.82308775729776	#F8766D	#F8766D	0.687268480884885	0.643455295607227
4.35981650990039	#F8766D	#F8766D	0.783638601683423	0.592166452654679
5.20307601328291	#F8766D	#F8766D	0.715115306658211	0.836780630722549
3.16354231835138	#F8766D	#F8766D	0.666401483650156	0.54190670848861
4.68614980554399	#F8766D	#F8766D	0.699014572378322	0.765456068882026
3.30817170050165	#F8766D	#F8766D	0.671085949984752	0.57262370989446
