alpha	colour	fill	x	y	clickSelects
0.7832	#F8766D	#F8766D	0.543690209464621	0.744433557893025	Q1
0.716	#F8766D	#F8766D	0.584910547938386	0.652685301606002	Q1
0.7704	#F8766D	#F8766D	0.733928456942522	0.590819479828599	Q1
0.7344	#F8766D	#F8766D	0.603980018960725	0.669302244087999	Q1
0.7184	#F8766D	#F8766D	0.6772382682187	0.555034994487694	Q1
0.7952	#F8766D	#F8766D	0.628811435724704	0.738506229284893	Q1
0.7688	#F8766D	#F8766D	0.710756892016225	0.631039994478288	Q1
0.8672	#F8766D	#F8766D	0.586139930880403	0.841022812043842	Q1
0.7888	#F8766D	#F8766D	0.700323610591946	0.681761470637884	Q1
0.696	#F8766D	#F8766D	0.634841441312936	0.581965035612644	Q1
0.8608	#F8766D	#F8766D	0.814033528446169	0.681116269217276	Q1
0.716	#F8766D	#F8766D	0.615204315678617	0.637724335672312	Q1
0.712	#F8766D	#F8766D	0.673981767498206	0.520917413523854	Q1
0.8584	#F8766D	#F8766D	0.774685467334282	0.728427904990816	Q1
0.6784	#F8766D	#F8766D	0.559840373944621	0.614174608396926	Q1
0.9056	#F8766D	#F8766D	0.906389616985181	0.599554583737312	Q1
0.6872	#F8766D	#F8766D	0.547277564884298	0.627528560865933	Q1
0.6968	#F8766D	#F8766D	0.647045708900006	0.561454013345183	Q1
0.8328	#F8766D	#F8766D	0.781747197307419	0.667978372362623	Q1
0.788	#F8766D	#F8766D	0.722002214272275	0.655535889418892	Q1
0.724	#F8766D	#F8766D	0.67031393103575	0.591373380549056	Q1
0.66	#F8766D	#F8766D	0.52999302149026	0.596179575675666	Q1
0.6528	#F8766D	#F8766D	0.565695752433232	0.577604885635299	Q1
0.8096	#F8766D	#F8766D	0.774043399598887	0.620269943130464	Q1
0.728	#F8766D	#F8766D	0.691305285192786	0.545702274298893	Q1
0.628	#F8766D	#F8766D	0.532555134089348	0.558202827053946	Q1
0.6384	#F8766D	#F8766D	0.53471640812413	0.57031262868926	Q1
0.6432	#F8766D	#F8766D	0.586871910102808	0.526441348437309	Q1
0.7592	#F8766D	#F8766D	0.687268480884885	0.643455295607227	Q1
0.8088	#F8766D	#F8766D	0.783638601683423	0.592166452654679	Q1
0.8992	#F8766D	#F8766D	0.715115306658211	0.836780630722549	Q1
0.708	#F8766D	#F8766D	0.666401483650156	0.54190670848861	Q1
0.8416	#F8766D	#F8766D	0.699014572378322	0.765456068882026	Q1
0.7184	#F8766D	#F8766D	0.671085949984752	0.57262370989446	Q1
0.6032	#F8766D	#F8766D	0.529772479351909	0.528435930439112	Q1
0.6272	#F8766D	#F8766D	0.536281932132915	0.556747749871355	Q1
0.64	#F8766D	#F8766D	0.567823995865113	0.556887699692713	Q1
0.8032	#F8766D	#F8766D	0.7527091763513	0.644625351997853	Q1
0.7992	#F8766D	#F8766D	0.732828167830033	0.66490966052569	Q1
0.7048	#F8766D	#F8766D	0.605116681830124	0.627463313838669	Q1
0.7856	#F8766D	#F8766D	0.741379293792947	0.620367297599256	Q1
0.6928	#F8766D	#F8766D	0.611981492304242	0.603694124619152	Q1
0.74	#F8766D	#F8766D	0.708925682901527	0.523426053382885	Q1
0.9416	#F8766D	#F8766D	0.788033151076777	0.851449963994958	Q1
