alpha	colour	fill	x	y	clickSelects
0.732	#C77CFF	#C77CFF	0.630207715034073	0.401779663567014	Q4
0.6544	#C77CFF	#C77CFF	0.529745969281392	0.454461046895777	Q4
0.6616	#C77CFF	#C77CFF	0.580093459583379	0.485644522062625	Q4
0.612	#C77CFF	#C77CFF	0.522019147404611	0.513083746362599	Q4
0.7456	#C77CFF	#C77CFF	0.680724341456538	0.457513801515375	Q4
0.6928	#C77CFF	#C77CFF	0.535119612054835	0.400619144399768	Q4
0.7104	#C77CFF	#C77CFF	0.615408029300972	0.427783655183982	Q4
0.7808	#C77CFF	#C77CFF	0.618703744341193	0.306751879293728	Q4
0.6752	#C77CFF	#C77CFF	0.594033207063116	0.474620283514873	Q4
0.7128	#C77CFF	#C77CFF	0.65300047602642	0.522069929171783	Q4
0.7296	#C77CFF	#C77CFF	0.674132353617186	0.527010216465463	Q4
0.6992	#C77CFF	#C77CFF	0.585068435523343	0.416857073016259	Q4
0.8248	#C77CFF	#C77CFF	0.521413755970683	0.21429991564152	Q4
0.8488	#C77CFF	#C77CFF	0.715298983560693	0.270497980790053	Q4
0.7584	#C77CFF	#C77CFF	0.652736323842598	0.376004008764237	Q4
0.6312	#C77CFF	#C77CFF	0.528770066740156	0.48727859653421	Q4
0.6	#C77CFF	#C77CFF	0.514424502397601	0.527779802746044	Q4
0.776	#C77CFF	#C77CFF	0.603969683473559	0.305994455962579	Q4
0.6528	#C77CFF	#C77CFF	0.578049159868669	0.507358805574204	Q4
0.8072	#C77CFF	#C77CFF	0.75493942475289	0.442085753020033	Q4
0.6888	#C77CFF	#C77CFF	0.520233264980016	0.404401711768441	Q4
0.6624	#C77CFF	#C77CFF	0.562743718789103	0.461224140204779	Q4
0.7816	#C77CFF	#C77CFF	0.658471381107705	0.337115572070575	Q4
0.6144	#C77CFF	#C77CFF	0.534699801267429	0.526377920911722	Q4
0.6416	#C77CFF	#C77CFF	0.522736271695842	0.471046563091253	Q4
0.6728	#C77CFF	#C77CFF	0.595983088254946	0.487393103277781	Q4
0.9096	#C77CFF	#C77CFF	0.664704051734326	0.133570642315549	Q4
0.8952	#C77CFF	#C77CFF	0.869749968936975	0.475659328326885	Q4
0.7232	#C77CFF	#C77CFF	0.649591643207895	0.454405197158074	Q4
0.7032	#C77CFF	#C77CFF	0.612669041248936	0.438114196607099	Q4
0.6208	#C77CFF	#C77CFF	0.520037729021796	0.499832409147965	Q4
0.7088	#C77CFF	#C77CFF	0.603857348655885	0.416629077919978	Q4
0.7192	#C77CFF	#C77CFF	0.660957102280292	0.513879807790189	Q4
0.7904	#C77CFF	#C77CFF	0.69392467976968	0.361898672811673	Q4
0.644	#C77CFF	#C77CFF	0.548289941321005	0.48106229540949	Q4
0.7064	#C77CFF	#C77CFF	0.544427903597145	0.384202818572434	Q4
0.74	#C77CFF	#C77CFF	0.525458163410985	0.333519211121077	Q4
0.7576	#C77CFF	#C77CFF	0.707805208939347	0.53376046081242	Q4
0.6408	#C77CFF	#C77CFF	0.557928717065275	0.498297841012441	Q4
0.64	#C77CFF	#C77CFF	0.522655927363217	0.473152829229655	Q4
0.7232	#C77CFF	#C77CFF	0.663008568361069	0.497747751138291	Q4
0.7952	#C77CFF	#C77CFF	0.753157826444639	0.518738248445768	Q4
0.8256	#C77CFF	#C77CFF	0.724200335815052	0.328072662368841	Q4
0.6904	#C77CFF	#C77CFF	0.565254205688559	0.416723886586486	Q4
0.8208	#C77CFF	#C77CFF	0.781768652055534	0.4905992792794	Q4
0.6224	#C77CFF	#C77CFF	0.531004486939523	0.503434037846041	Q4
0.6224	#C77CFF	#C77CFF	0.543637858246674	0.524252697750982	Q4
0.8288	#C77CFF	#C77CFF	0.756803070584368	0.374118457294931	Q4
0.6768	#C77CFF	#C77CFF	0.610196763625912	0.530676569782364	Q4
0.688	#C77CFF	#C77CFF	0.528432541089506	0.406528796565724	Q4
0.7744	#C77CFF	#C77CFF	0.515554669558619	0.284132522060087	Q4
0.7376	#C77CFF	#C77CFF	0.679938420240169	0.492316129371923	Q4
0.8136	#C77CFF	#C77CFF	0.775242021442584	0.533053520262557	Q4
0.6568	#C77CFF	#C77CFF	0.575338949869461	0.488179736155589	Q4
0.6808	#C77CFF	#C77CFF	0.598067560936243	0.467432244059551	Q4
0.6792	#C77CFF	#C77CFF	0.612807697021197	0.518605629304481	Q4
