alpha	colour	fill	x	y	clickSelects
0.7232	#00BFC4	#00BFC4	0.425907935997686	0.386416863573898	Q3
0.7848	#00BFC4	#00BFC4	0.282472351681288	0.531868553468238	Q3
0.676	#00BFC4	#00BFC4	0.460383900980062	0.438618435325111	Q3
0.708	#00BFC4	#00BFC4	0.378039075244174	0.502655618649551	Q3
0.8432	#00BFC4	#00BFC4	0.261936960904193	0.343539710769947	Q3
0.752	#00BFC4	#00BFC4	0.339909623582502	0.441501570113935	Q3
0.8168	#00BFC4	#00BFC4	0.292463503209698	0.357253410767778	Q3
0.6992	#00BFC4	#00BFC4	0.386308905730449	0.530651406483453	Q3
0.8144	#00BFC4	#00BFC4	0.360665748977251	0.283771931851795	Q3
0.7304	#00BFC4	#00BFC4	0.348862830685031	0.518758451668272	Q3
0.6048	#00BFC4	#00BFC4	0.505409922721947	0.52192437283534	Q3
0.7248	#00BFC4	#00BFC4	0.355485192768209	0.530009961093959	Q3
0.644	#00BFC4	#00BFC4	0.466883511069046	0.490174860904476	Q3
0.7552	#00BFC4	#00BFC4	0.359377963517999	0.397370252463317	Q3
0.7664	#00BFC4	#00BFC4	0.46160222984763	0.303059882747599	Q3
0.6032	#00BFC4	#00BFC4	0.507472058959931	0.523337893666488	Q3
0.6928	#00BFC4	#00BFC4	0.416176033506602	0.454207143271596	Q3
0.6936	#00BFC4	#00BFC4	0.405430225475751	0.471364549890104	Q3
0.6544	#00BFC4	#00BFC4	0.497394569287077	0.453007772147245	Q3
0.704	#00BFC4	#00BFC4	0.396597660286249	0.460733354247956	Q3
0.696	#00BFC4	#00BFC4	0.409574837857938	0.457378381514182	Q3
0.6896	#00BFC4	#00BFC4	0.4566399220681	0.418997363215962	Q3
0.6904	#00BFC4	#00BFC4	0.50628471217423	0.401037187993207	Q3
0.7936	#00BFC4	#00BFC4	0.332821843837293	0.350553441921631	Q3
0.7776	#00BFC4	#00BFC4	0.370233646758564	0.340278034214329	Q3
0.6728	#00BFC4	#00BFC4	0.432437736451964	0.476920723140815	Q3
0.8024	#00BFC4	#00BFC4	0.355398689885635	0.309418594001394	Q3
0.8488	#00BFC4	#00BFC4	0.503686614066598	0.181707591530138	Q3
0.6408	#00BFC4	#00BFC4	0.472944565384911	0.488745385553318	Q3
0.6488	#00BFC4	#00BFC4	0.45259456744246	0.50226816574418	Q3
0.7096	#00BFC4	#00BFC4	0.381611753256321	0.478961239949795	Q3
0.6864	#00BFC4	#00BFC4	0.410398584000804	0.482586899073072	Q3
0.6552	#00BFC4	#00BFC4	0.468352764544683	0.467422023940319	Q3
0.7272	#00BFC4	#00BFC4	0.360119796145951	0.476501434212022	Q3
0.7488	#00BFC4	#00BFC4	0.436418516264389	0.339260100741694	Q3
0.8024	#00BFC4	#00BFC4	0.262605517864469	0.509665628767804	Q3
0.6944	#00BFC4	#00BFC4	0.405453256750422	0.469407783181391	Q3
0.7832	#00BFC4	#00BFC4	0.359807340027686	0.339332260015404	Q3
0.8984	#00BFC4	#00BFC4	0.252892003480305	0.236379759409735	Q3
0.8616	#00BFC4	#00BFC4	0.200969226025752	0.441219462819487	Q3
0.6744	#00BFC4	#00BFC4	0.432090908265235	0.472820052900817	Q3
0.6712	#00BFC4	#00BFC4	0.439916508640271	0.467507758645684	Q3
0.6576	#00BFC4	#00BFC4	0.504795851047753	0.447109523023679	Q3
0.664	#00BFC4	#00BFC4	0.452746379292994	0.466879424154607	Q3
0.7616	#00BFC4	#00BFC4	0.327012676366228	0.443413817798323	Q3
1	#00BFC4	#00BFC4	0.0454545454545455	0.367396775294705	Q3
0.7016	#00BFC4	#00BFC4	0.444415773365652	0.407249053458935	Q3
0.7056	#00BFC4	#00BFC4	0.381589579563457	0.498613345506725	Q3
0.6024	#00BFC4	#00BFC4	0.510672699427915	0.523586362954491	Q3
0.8792	#00BFC4	#00BFC4	0.198609406145424	0.373253638444877	Q3
