colour	fill	size	x	y	clickSelects
#C77CFF	#C77CFF	3.15	0.743405751459818	0.471825500997101	Q4
#C77CFF	#C77CFF	4.42	0.779544158048192	0.287988617332879	Q4
#C77CFF	#C77CFF	1.52	0.541006963815257	0.464829095706613	Q4
#C77CFF	#C77CFF	3.07	0.656114623633984	0.356258232543828	Q4
#C77CFF	#C77CFF	1.95	0.620312847691508	0.48117402348476	Q4
#C77CFF	#C77CFF	4.84	0.910743631672364	0.445869706177047	Q4
#C77CFF	#C77CFF	2	0.550168523995112	0.419652748515782	Q4
#C77CFF	#C77CFF	4.07	0.556914109374766	0.220324908874821	Q4
#C77CFF	#C77CFF	1.27	0.541271999732919	0.490395465745758	Q4
#C77CFF	#C77CFF	2.99	0.550130345793473	0.323720068794457	Q4
#C77CFF	#C77CFF	2.47	0.67530617714567	0.480676907779837	Q4
#C77CFF	#C77CFF	4.4	0.821017326801972	0.342464567953843	Q4
#C77CFF	#C77CFF	1.6	0.589648593533504	0.496800049690124	Q4
#C77CFF	#C77CFF	1.93	0.591872297385864	0.446887432296115	Q4
#C77CFF	#C77CFF	2.15	0.648472352903765	0.510027068551758	Q4
#C77CFF	#C77CFF	2.85	0.621040364288424	0.359107249794754	Q4
#C77CFF	#C77CFF	2.53	0.528058079812134	0.366974077583163	Q4
#C77CFF	#C77CFF	2.2	0.654003819990364	0.517931340281695	Q4
#C77CFF	#C77CFF	3.52	0.636776181236389	0.294454459242878	Q4
#C77CFF	#C77CFF	1.96	0.602033052599923	0.452800557790099	Q4
#C77CFF	#C77CFF	2.11	0.635039247482584	0.474839050927866	Q4
#C77CFF	#C77CFF	2.54	0.679546866352169	0.471805065161999	Q4
#C77CFF	#C77CFF	1.2	0.532059689145724	0.495111444523853	Q4
#C77CFF	#C77CFF	5.39	0.954545454545454	0.397840026767229	Q4
#C77CFF	#C77CFF	2.73	0.662969079086992	0.406238680302787	Q4
#C77CFF	#C77CFF	3.02	0.577656760331892	0.325581274305145	Q4
#C77CFF	#C77CFF	3.4	0.773310897564663	0.504007652817788	Q4
#C77CFF	#C77CFF	4.74	0.901451322149325	0.45243947518848	Q4
#C77CFF	#C77CFF	2.35	0.580002552629084	0.393436430819233	Q4
#C77CFF	#C77CFF	2.24	0.656973739273467	0.50297793227606	Q4
#C77CFF	#C77CFF	3.3	0.645064218171298	0.322433349127372	Q4
#C77CFF	#C77CFF	2.69	0.649865268918354	0.399327025227336	Q4
#C77CFF	#C77CFF	3.44	0.76988544797497	0.459354072286311	Q4
#C77CFF	#C77CFF	1.24	0.54444682433557	0.494981066573627	Q4
#C77CFF	#C77CFF	1.87	0.620023836639546	0.505860170666079	Q4
#C77CFF	#C77CFF	4.29	0.861545968056958	0.48623452953291	Q4
#C77CFF	#C77CFF	3.95	0.819925852909084	0.448965031832527	Q4
#C77CFF	#C77CFF	2.9	0.721655740267469	0.488772464879703	Q4
#C77CFF	#C77CFF	1.87	0.619718435711268	0.504848145740282	Q4
#C77CFF	#C77CFF	2.92	0.725930203505925	0.517117884753473	Q4
#C77CFF	#C77CFF	2.74	0.536822784871084	0.346346865440802	Q4
#C77CFF	#C77CFF	4.32	0.865825716196045	0.503627594566343	Q4
#C77CFF	#C77CFF	2.17	0.587829721652677	0.416214313507603	Q4
#C77CFF	#C77CFF	2.62	0.578462261854477	0.365268408401383	Q4
#C77CFF	#C77CFF	1.62	0.535620065078318	0.454818069860248	Q4
#C77CFF	#C77CFF	1.38	0.568743691352419	0.505645118248954	Q4
#C77CFF	#C77CFF	2.67	0.693830163345048	0.472376132029044	Q4
#C77CFF	#C77CFF	1.62	0.540873116942261	0.455328336551638	Q4
#C77CFF	#C77CFF	2.57	0.652218926640712	0.418433858902312	Q4
#C77CFF	#C77CFF	3.53	0.573032401596042	0.274867088842611	Q4
#C77CFF	#C77CFF	4.31	0.785886071281035	0.31023560200625	Q4
#C77CFF	#C77CFF	1.46	0.579133390638418	0.51785078683567	Q4
#C77CFF	#C77CFF	2.94	0.720834839431443	0.468884022408155	Q4
#C77CFF	#C77CFF	4.03	0.739972154606118	0.30302617429495	Q4
#C77CFF	#C77CFF	5.49	0.950500016620988	0.35577349330895	Q4
#C77CFF	#C77CFF	2.9	0.713538082089191	0.460465176220158	Q4
#C77CFF	#C77CFF	2.55	0.556872629752827	0.366997008354444	Q4
#C77CFF	#C77CFF	3.86	0.817033237879326	0.481775141565535	Q4
#C77CFF	#C77CFF	1.74	0.60389248034328	0.494479849698846	Q4
#C77CFF	#C77CFF	3.73	0.784066242325979	0.414290262698584	Q4
#C77CFF	#C77CFF	4.68	0.651937824839516	0.180093269181417	Q4
#C77CFF	#C77CFF	2.51	0.677209579828542	0.471561178248955	Q4
#C77CFF	#C77CFF	1.64	0.567157911906854	0.464330880472746	Q4
#C77CFF	#C77CFF	1.29	0.561121147902054	0.508020443423028	Q4
#C77CFF	#C77CFF	2.35	0.649115746174499	0.449643280475065	Q4
#C77CFF	#C77CFF	3.54	0.622814377722227	0.287049911967337	Q4
#C77CFF	#C77CFF	3.84	0.755418253642466	0.346619038554593	Q4
#C77CFF	#C77CFF	3.25	0.731361690170349	0.414239886047619	Q4
#C77CFF	#C77CFF	3.14	0.549295448810799	0.308779257113152	Q4
#C77CFF	#C77CFF	2.33	0.655168275799979	0.465234734137337	Q4
#C77CFF	#C77CFF	1.79	0.54540639449047	0.439879468478963	Q4
#C77CFF	#C77CFF	2.18	0.632589481140825	0.45611150975121	Q4
#C77CFF	#C77CFF	3.5	0.577914983130604	0.278232058362273	Q4
#C77CFF	#C77CFF	1.36	0.558289484887174	0.492005083743135	Q4
#C77CFF	#C77CFF	1.96	0.568537174076033	0.430029403961074	Q4
#C77CFF	#C77CFF	2.62	0.695345636463078	0.514782884517986	Q4
#C77CFF	#C77CFF	1.69	0.599455026958283	0.497633358569876	Q4
#C77CFF	#C77CFF	2.83	0.612750217096026	0.357680669009264	Q4
#C77CFF	#C77CFF	3.15	0.720183964090041	0.415718130098248	Q4
#C77CFF	#C77CFF	4.73	0.899706187394746	0.448476333429599	Q4
#C77CFF	#C77CFF	2.74	0.706022986313198	0.497307611426298	Q4
#C77CFF	#C77CFF	3.29	0.647588337185702	0.32475041888956	Q4
