colour	fill	x	y	clickSelects
#00BFC4	#00BFC4	0.433152034486783	0.513872761665644	Q3
#00BFC4	#00BFC4	0.273747510061368	0.45868158238671	Q3
#00BFC4	#00BFC4	0.289394093700194	0.305764506497879	Q3
#00BFC4	#00BFC4	0.442967739084809	0.521856918518096	Q3
#00BFC4	#00BFC4	0.399527690352543	0.356430957623001	Q3
#00BFC4	#00BFC4	0.493610966059453	0.518862056146222	Q3
#00BFC4	#00BFC4	0.292206001075954	0.501255879601511	Q3
#00BFC4	#00BFC4	0.316378300788948	0.375320734193288	Q3
#00BFC4	#00BFC4	0.29089247392155	0.374170678814315	Q3
#00BFC4	#00BFC4	0.422579344724939	0.483614405329388	Q3
#00BFC4	#00BFC4	0.516654123123158	0.4615514877791	Q3
#00BFC4	#00BFC4	0.477853953966074	0.419380332543817	Q3
#00BFC4	#00BFC4	0.486419186476404	0.438338329537048	Q3
#00BFC4	#00BFC4	0.31794128147275	0.341446856407683	Q3
#00BFC4	#00BFC4	0.281136092982015	0.480105904682256	Q3
#00BFC4	#00BFC4	0.509177297552069	0.53623136456673	Q3
#00BFC4	#00BFC4	0.403457066865372	0.464632939138233	Q3
#00BFC4	#00BFC4	0.331938998747626	0.280488163915022	Q3
#00BFC4	#00BFC4	0.0454545454545455	0.243626002735035	Q3
#00BFC4	#00BFC4	0.356199166593326	0.472023534490495	Q3
#00BFC4	#00BFC4	0.396142562650988	0.253308987156537	Q3
#00BFC4	#00BFC4	0.378432816617348	0.53854828841985	Q3
#00BFC4	#00BFC4	0.28703514120315	0.40252205622722	Q3
#00BFC4	#00BFC4	0.415343691511504	0.390244779077928	Q3
#00BFC4	#00BFC4	0.303702179797619	0.354446812099004	Q3
#00BFC4	#00BFC4	0.379452067613502	0.48037136421827	Q3
#00BFC4	#00BFC4	0.509956200726493	0.370210737669653	Q3
#00BFC4	#00BFC4	0.354135199573788	0.214209440403655	Q3
#00BFC4	#00BFC4	0.495676980274866	0.453483040872203	Q3
#00BFC4	#00BFC4	0.509907870749934	0.398237538541061	Q3
#00BFC4	#00BFC4	0.471989293156284	0.43987153316322	Q3
#00BFC4	#00BFC4	0.461535275800719	0.527503902021194	Q3
#00BFC4	#00BFC4	0.495412503323958	0.420621813135567	Q3
#00BFC4	#00BFC4	0.388744092340706	0.534456095082148	Q3
#00BFC4	#00BFC4	0.328586262742495	0.43567229031962	Q3
#00BFC4	#00BFC4	0.412908928599313	0.535470315446797	Q3
#00BFC4	#00BFC4	0.381643259389393	0.427575535221642	Q3
#00BFC4	#00BFC4	0.440863850939319	0.531996889116898	Q3
#00BFC4	#00BFC4	0.432891063085751	0.289231670853104	Q3
#00BFC4	#00BFC4	0.289164310856532	0.386428111410032	Q3
#00BFC4	#00BFC4	0.370786061904071	0.540327823606443	Q3
#00BFC4	#00BFC4	0.40627287397059	0.442808791039582	Q3
#00BFC4	#00BFC4	0.441561590713553	0.364939369830156	Q3
#00BFC4	#00BFC4	0.419262008036038	0.0454545454545454	Q3
#00BFC4	#00BFC4	0.519391625205768	0.430205734468032	Q3
#00BFC4	#00BFC4	0.336199427864942	0.419588902434159	Q3
#00BFC4	#00BFC4	0.411979145062352	0.377369451464608	Q3
#00BFC4	#00BFC4	0.430497889341263	0.239946165721313	Q3
#00BFC4	#00BFC4	0.453402230466369	0.389690088202363	Q3
#00BFC4	#00BFC4	0.449554513854878	0.300252010401189	Q3
#00BFC4	#00BFC4	0.479082181553776	0.436405537150861	Q3
#00BFC4	#00BFC4	0.384766886757814	0.378356732626378	Q3
#00BFC4	#00BFC4	0.506000262170246	0.53114296844855	Q3
#00BFC4	#00BFC4	0.393005080326925	0.381319534163131	Q3
#00BFC4	#00BFC4	0.315652399799445	0.467306427437015	Q3
#00BFC4	#00BFC4	0.406024378177594	0.387043220717253	Q3
#00BFC4	#00BFC4	0.421738458328263	0.366323249020011	Q3
#00BFC4	#00BFC4	0.114638215689242	0.539632037592922	Q3
#00BFC4	#00BFC4	0.439891528182129	0.269897236042769	Q3
#00BFC4	#00BFC4	0.405594047040982	0.524236692650548	Q3
#00BFC4	#00BFC4	0.501101402955734	0.359860012076007	Q3
#00BFC4	#00BFC4	0.517061116907168	0.428648648985704	Q3
#00BFC4	#00BFC4	0.342323117803492	0.504642460810489	Q3
#00BFC4	#00BFC4	0.406774394154226	0.365745444878302	Q3
#00BFC4	#00BFC4	0.44686908312068	0.438919835625741	Q3
#00BFC4	#00BFC4	0.354856809140009	0.43507842377584	Q3
#00BFC4	#00BFC4	0.365509832590769	0.52927795080206	Q3
#00BFC4	#00BFC4	0.525717751631157	0.513740998832673	Q3
#00BFC4	#00BFC4	0.404346841827052	0.532146061742744	Q3
#00BFC4	#00BFC4	0.482290844250703	0.390731229424476	Q3
#00BFC4	#00BFC4	0.482072917903101	0.32701985794981	Q3
#00BFC4	#00BFC4	0.355960642510983	0.515144205231673	Q3
#00BFC4	#00BFC4	0.367624423460563	0.504486426138457	Q3
#00BFC4	#00BFC4	0.325461193339743	0.451704284962825	Q3
#00BFC4	#00BFC4	0.486032450356653	0.412015979018313	Q3
#00BFC4	#00BFC4	0.48284167989198	0.537203090008962	Q3
#00BFC4	#00BFC4	0.473285572460692	0.384941852612662	Q3
#00BFC4	#00BFC4	0.360743382735958	0.466012103969369	Q3
#00BFC4	#00BFC4	0.52327093494034	0.510168920334776	Q3
#00BFC4	#00BFC4	0.411526947929515	0.330733194499492	Q3
#00BFC4	#00BFC4	0.511459527983712	0.538609420811297	Q3
#00BFC4	#00BFC4	0.524298002037151	0.41461241250032	Q3
#00BFC4	#00BFC4	0.407980814575633	0.530883767754184	Q3
#00BFC4	#00BFC4	0.479671713033546	0.395032403742233	Q3
#00BFC4	#00BFC4	0.349889638485773	0.483489321386897	Q3
#00BFC4	#00BFC4	0.442594350418579	0.406317839934347	Q3
#00BFC4	#00BFC4	0.451662101228367	0.473900016308797	Q3
#00BFC4	#00BFC4	0.429101024738201	0.494691445610722	Q3
#00BFC4	#00BFC4	0.327063886899621	0.479190226536978	Q3
#00BFC4	#00BFC4	0.419270040677981	0.396258503880186	Q3
#00BFC4	#00BFC4	0.451356349914638	0.491479500230042	Q3
#00BFC4	#00BFC4	0.218428971236752	0.470495850882546	Q3
#00BFC4	#00BFC4	0.446476158664617	0.499049480662826	Q3
#00BFC4	#00BFC4	0.510854026667586	0.489442266476767	Q3
#00BFC4	#00BFC4	0.528467949399646	0.517530901680272	Q3
#00BFC4	#00BFC4	0.314141090206181	0.532683698210945	Q3
#00BFC4	#00BFC4	0.443687950802157	0.492258007977485	Q3
#00BFC4	#00BFC4	0.254017727405686	0.532199260886795	Q3
#00BFC4	#00BFC4	0.453761885046604	0.472545992261536	Q3
#00BFC4	#00BFC4	0.236457620991493	0.300373582763835	Q3
#00BFC4	#00BFC4	0.316257713450231	0.478114187159542	Q3
#00BFC4	#00BFC4	0.322390698555526	0.311946809732445	Q3
#00BFC4	#00BFC4	0.243125298365516	0.529681526057768	Q3
#00BFC4	#00BFC4	0.476599349623513	0.407502353872635	Q3
#00BFC4	#00BFC4	0.514073082664149	0.414252854823564	Q3
#00BFC4	#00BFC4	0.391928353873777	0.394345678691926	Q3
#00BFC4	#00BFC4	0.437640547844329	0.428125239602097	Q3
#00BFC4	#00BFC4	0.274826514572528	0.459927381024135	Q3
#00BFC4	#00BFC4	0.486654551839168	0.53961282130924	Q3
#00BFC4	#00BFC4	0.346535865739112	0.446831477825034	Q3
#00BFC4	#00BFC4	0.238359788448929	0.534010333988396	Q3
#00BFC4	#00BFC4	0.289038677518608	0.406927128374015	Q3
#00BFC4	#00BFC4	0.341321991933979	0.522009794059216	Q3
#00BFC4	#00BFC4	0.496596051660045	0.50401426119624	Q3
#00BFC4	#00BFC4	0.497735957359695	0.500021472301936	Q3
#00BFC4	#00BFC4	0.35164986851094	0.427662788012815	Q3
#00BFC4	#00BFC4	0.503453585980812	0.471904117967193	Q3
#00BFC4	#00BFC4	0.430373489370652	0.49213588430336	Q3
#00BFC4	#00BFC4	0.426773896097853	0.431874347821937	Q3
#00BFC4	#00BFC4	0.374451675278755	0.436569722811746	Q3
#00BFC4	#00BFC4	0.202342365342912	0.513599476132953	Q3
#00BFC4	#00BFC4	0.20475971023824	0.473639381574926	Q3
#00BFC4	#00BFC4	0.431484013054164	0.378713740409224	Q3
#00BFC4	#00BFC4	0.372137109465719	0.538140404316011	Q3
#00BFC4	#00BFC4	0.48751900103204	0.431101591580959	Q3
#00BFC4	#00BFC4	0.453296681534826	0.492222846004165	Q3
#00BFC4	#00BFC4	0.37192852468158	0.474833436793661	Q3
#00BFC4	#00BFC4	0.278225571831254	0.420343525748344	Q3
#00BFC4	#00BFC4	0.337867009415947	0.323717226534508	Q3
#00BFC4	#00BFC4	0.315039236836335	0.498247728565216	Q3
#00BFC4	#00BFC4	0.509067133248215	0.505756988074975	Q3
#00BFC4	#00BFC4	0.434942665900774	0.49345167233297	Q3
#00BFC4	#00BFC4	0.30653918799575	0.125479366941258	Q3
#00BFC4	#00BFC4	0.445215431143588	0.412892612666349	Q3
#00BFC4	#00BFC4	0.437523427674721	0.51130759029091	Q3
#00BFC4	#00BFC4	0.445432626509745	0.533581754910644	Q3
#00BFC4	#00BFC4	0.511126467044376	0.498626702267477	Q3
#00BFC4	#00BFC4	0.333742994257665	0.451398586178155	Q3
#00BFC4	#00BFC4	0.475233016766555	0.382827918197728	Q3
#00BFC4	#00BFC4	0.447985749016263	0.519476633131599	Q3
