colour	fill	x	y
#F8766D	#F8766D	0.620648508398309	0.61255800347537
#F8766D	#F8766D	0.593049567805286	0.537880922593999
#F8766D	#F8766D	0.569014590676879	0.590796259531476
#F8766D	#F8766D	0.579568528996534	0.620531400720957
#F8766D	#F8766D	0.793264873724049	0.57600924534409
#F8766D	#F8766D	0.661038991318885	0.561886513478927
#F8766D	#F8766D	0.623459702277343	0.593410249517631
#F8766D	#F8766D	0.603519770140708	0.806899450367097
#F8766D	#F8766D	0.745828209021472	0.567251615583912
#F8766D	#F8766D	0.648148756410718	0.4641615044946
#F8766D	#F8766D	0.62977195486857	0.525083717214153
#F8766D	#F8766D	0.57459727719273	0.483319336760258
#F8766D	#F8766D	0.871292946923401	0.464485019869623
#F8766D	#F8766D	0.566250844336589	0.708433412610521
#F8766D	#F8766D	0.59557840227049	0.607537146561126
#F8766D	#F8766D	0.558099791701976	0.556485983189574
#F8766D	#F8766D	0.617540692924718	0.513898201990745
#F8766D	#F8766D	0.734509530033521	0.605379729325917
#F8766D	#F8766D	0.593068495634485	0.75124541910262
#F8766D	#F8766D	0.63370719704942	0.458658246870067
#F8766D	#F8766D	0.910284663526393	0.663147318414393
#F8766D	#F8766D	0.629990973811381	0.487627537234955
#F8766D	#F8766D	0.71784347179262	0.581868594494778
#F8766D	#F8766D	0.527545386108484	0.716360332228573
#F8766D	#F8766D	0.786610915278741	0.616889115326697
#F8766D	#F8766D	0.642784377440179	0.588265334597962
#F8766D	#F8766D	0.715835317288894	0.510353159206247
#F8766D	#F8766D	0.795665904000965	0.661582613712921
#F8766D	#F8766D	0.807761624552071	0.614301710268245
#F8766D	#F8766D	0.601967491181647	0.555623678556878
#F8766D	#F8766D	0.616702832742552	0.654080228392487
#F8766D	#F8766D	0.530001182294705	0.551225369878545
#F8766D	#F8766D	0.611046667680656	0.758255391545677
#F8766D	#F8766D	0.610406616488289	0.659118461967703
#F8766D	#F8766D	0.559139460236974	0.530548183957537
#F8766D	#F8766D	0.53927408201489	0.63187185301359
#F8766D	#F8766D	0.535766654777811	0.628585753463934
#F8766D	#F8766D	0.55262517794115	0.604072728520423
#F8766D	#F8766D	0.686373484001629	0.784725298903796
#F8766D	#F8766D	0.733107300177934	0.450712567732638
#F8766D	#F8766D	0.58410188174138	0.661137667110603
#F8766D	#F8766D	0.54516019379038	0.591431953242044
#F8766D	#F8766D	0.63821679084546	0.465349300537122
#F8766D	#F8766D	0.704083836976582	0.554269467421104
#F8766D	#F8766D	0.70168978167314	0.52499979282601
#F8766D	#F8766D	0.539771082057996	0.480696234930422
#F8766D	#F8766D	0.589879365595887	0.449870036599742
#F8766D	#F8766D	0.593908068160759	0.591254310607255
#F8766D	#F8766D	0.792893594131015	0.699166768514514
#F8766D	#F8766D	0.723741975866166	0.456958775378947
#F8766D	#F8766D	0.793190940301941	0.71674800372571
#F8766D	#F8766D	0.685267716909603	0.512479398651286
#F8766D	#F8766D	0.624300793798174	0.468531695798121
#F8766D	#F8766D	0.563063438612373	0.54785697976407
#F8766D	#F8766D	0.616457415872309	0.514590832520043
#F8766D	#F8766D	0.562206181186506	0.476705319287829
#F8766D	#F8766D	0.562401519853126	0.526229407710785
#F8766D	#F8766D	0.57989017660019	0.667961410338291
#F8766D	#F8766D	0.605326525598552	0.48930370836825
#F8766D	#F8766D	0.821249039303852	0.523047550329558
#F8766D	#F8766D	0.630704887731548	0.520678739375346
#F8766D	#F8766D	0.606083153657816	0.451522977189792
#F8766D	#F8766D	0.622946657848709	0.478482839084039
#F8766D	#F8766D	0.569682213592671	0.467442188419523
#F8766D	#F8766D	0.620358791471754	0.586592314379212
#F8766D	#F8766D	0.529418902618748	0.648035081802925
#F8766D	#F8766D	0.558637115291923	0.609010548212258
#F8766D	#F8766D	0.629882689512696	0.459529863057588
#F8766D	#F8766D	0.593534886380245	0.612075480403132
#F8766D	#F8766D	0.66456385111054	0.594586795624705
#F8766D	#F8766D	0.560608019096762	0.463345775230624
#F8766D	#F8766D	0.543235124586034	0.648064561805775
#F8766D	#F8766D	0.649998210771458	0.497278812386075
#F8766D	#F8766D	0.531128281723268	0.486641826142653
#F8766D	#F8766D	0.598010120991788	0.493142178510201
#F8766D	#F8766D	0.546277956149762	0.557929107981245
#F8766D	#F8766D	0.580980242704384	0.633740359071147
#F8766D	#F8766D	0.538131365679408	0.5776047199943
#F8766D	#F8766D	0.7233256254298	0.589421592691643
#F8766D	#F8766D	0.734233582902703	0.532303139107588
#F8766D	#F8766D	0.574813041305201	0.635223162140719
#F8766D	#F8766D	0.529931535744826	0.511929975717821
#F8766D	#F8766D	0.652789236178569	0.592216956710421
#F8766D	#F8766D	0.624542831499234	0.526007789830494
#F8766D	#F8766D	0.760638677321953	0.570963774226871
#F8766D	#F8766D	0.580039431885922	0.77701089572697
#F8766D	#F8766D	0.546106469978238	0.655912188249422
#F8766D	#F8766D	0.710425961338224	0.49223083136198
#F8766D	#F8766D	0.591489378427336	0.502409991252053
#F8766D	#F8766D	0.606499856924385	0.525404265657567
#F8766D	#F8766D	0.731268483183905	0.454991918586644
#F8766D	#F8766D	0.578265658120986	0.619248528066771
#F8766D	#F8766D	0.635948463498771	0.536254095259438
#F8766D	#F8766D	0.547271734939404	0.565996649837296
#F8766D	#F8766D	0.597926173640567	0.640309708203513
#F8766D	#F8766D	0.527939384006453	0.485303205817178
#F8766D	#F8766D	0.556765371814225	0.462457083819441
#F8766D	#F8766D	0.526893209102542	0.541399926131784
#F8766D	#F8766D	0.579535833006973	0.485187694601738
#F8766D	#F8766D	0.594989720888684	0.583760556037006
#F8766D	#F8766D	0.844546312513234	0.597066071839927
#F8766D	#F8766D	0.676207270007019	0.527031491417385
#F8766D	#F8766D	0.598976399695913	0.535691022622496
#F8766D	#F8766D	0.676343748131229	0.508297159715558
#F8766D	#F8766D	0.533151112941331	0.573137026357848
#F8766D	#F8766D	0.706247435197769	0.550171599062279
#F8766D	#F8766D	0.7621031988416	0.467677341786898
#F8766D	#F8766D	0.618630011122504	0.690694877290042
#F8766D	#F8766D	0.530216548808981	0.503678429526584
#F8766D	#F8766D	0.57920370799149	0.454342428089009
#F8766D	#F8766D	0.568670416710813	0.685506257866162
#F8766D	#F8766D	0.558279683303849	0.56302276426282
#F8766D	#F8766D	0.560949101993432	0.56105992606342
#F8766D	#F8766D	0.610656749308178	0.544942181458247
#F8766D	#F8766D	0.606236269970273	0.553127949557739
#F8766D	#F8766D	0.561914852122231	0.477540473917104
#F8766D	#F8766D	0.617353967158334	0.496699639599662
#F8766D	#F8766D	0.667125323636016	0.63227892250311
#F8766D	#F8766D	0.599207122342929	0.530574936667439
#F8766D	#F8766D	0.571088904608235	0.486176401723292
#F8766D	#F8766D	0.580181790147774	0.465843928243955
#F8766D	#F8766D	0.543696732399188	0.456408185302056
#F8766D	#F8766D	0.778025590061109	0.521068741683456
#F8766D	#F8766D	0.529886343851379	0.554039224077861
#F8766D	#F8766D	0.62856864343774	0.462355555186722
#F8766D	#F8766D	0.74714278970678	0.466634950535096
#F8766D	#F8766D	0.569000074257005	0.46687229780102
#F8766D	#F8766D	0.536937678218511	0.725465412304289
#F8766D	#F8766D	0.603834790264216	0.52057830934713
#F8766D	#F8766D	0.622754782605092	0.511489654780886
#F8766D	#F8766D	0.814419841022912	0.497854471352386
#F8766D	#F8766D	0.607629778977796	0.475605820064904
#F8766D	#F8766D	0.687186016590738	0.595100496868995
#F8766D	#F8766D	0.737564527155989	0.639077806707645
#F8766D	#F8766D	0.606397213379084	0.573968712975904
#F8766D	#F8766D	0.548757933942434	0.701570426392156
#F8766D	#F8766D	0.575684099335236	0.528808915242815
#F8766D	#F8766D	0.602189800740251	0.703558862765108
#F8766D	#F8766D	0.584864431094427	0.527261512979953
#F8766D	#F8766D	0.70596849563282	0.503598469149875
#F8766D	#F8766D	0.56376595678672	0.656856996415938
#F8766D	#F8766D	0.569160914303695	0.548421064912733
#F8766D	#F8766D	0.576623237336885	0.618943111991937
#F8766D	#F8766D	0.724757371076931	0.471189976929502
#F8766D	#F8766D	0.532520139492386	0.49546760201765
#F8766D	#F8766D	0.668658396076243	0.481026066966465
#F8766D	#F8766D	0.551063713727912	0.592294560155092
#F8766D	#F8766D	0.667353399094105	0.471732943798253
#F8766D	#F8766D	0.530193817074777	0.579706338236266
#F8766D	#F8766D	0.680952095834997	0.608101030600892
#F8766D	#F8766D	0.717922779224482	0.629226358919303
#F8766D	#F8766D	0.559138501068901	0.680352272808122
#F8766D	#F8766D	0.662343659669585	0.589551539981977
#F8766D	#F8766D	0.75049192751055	0.515947336233145
#F8766D	#F8766D	0.583404181235547	0.493102088042048
#F8766D	#F8766D	0.601349701049043	0.50206798268764
#F8766D	#F8766D	0.633331059080907	0.709471115806947
#F8766D	#F8766D	0.73158309544787	0.472527141959608
#F8766D	#F8766D	0.572774043198422	0.698683944492921
#F8766D	#F8766D	0.770581924936021	0.618104779371324
#F8766D	#F8766D	0.542490564224257	0.589854829752458
#F8766D	#F8766D	0.563651070202742	0.636681603696399
#F8766D	#F8766D	0.648497818126238	0.602855382750225
#F8766D	#F8766D	0.562216335178036	0.499939491598905
#F8766D	#F8766D	0.553114617959925	0.564597476235303
#F8766D	#F8766D	0.706534424554612	0.46602653749953
#F8766D	#F8766D	0.653042697135997	0.453019033578674
#F8766D	#F8766D	0.534395262434629	0.503871214703436
#F8766D	#F8766D	0.652948358538498	0.481951467990049
#F8766D	#F8766D	0.550633380766245	0.448857764487912
#F8766D	#F8766D	0.568773907145287	0.491809810219776
#F8766D	#F8766D	0.648729038154946	0.452909964430887
#F8766D	#F8766D	0.655347844638397	0.605525556618075
#F8766D	#F8766D	0.594443394509465	0.54364904307581
#F8766D	#F8766D	0.621950640580829	0.485171656724112
#F8766D	#F8766D	0.547170952103612	0.502953090659852
#F8766D	#F8766D	0.62149839233657	0.480606756100616
#F8766D	#F8766D	0.536844354024537	0.473149085859353
#F8766D	#F8766D	0.590840023184598	0.495732692831118
#F8766D	#F8766D	0.676958040982385	0.479560067020523
#F8766D	#F8766D	0.596902610946733	0.474506452726628
#F8766D	#F8766D	0.590381301270198	0.761952422779957
#F8766D	#F8766D	0.660184643079819	0.537363382206602
#F8766D	#F8766D	0.561941752337332	0.609356632822577
#F8766D	#F8766D	0.55155670646302	0.499534220891221
#F8766D	#F8766D	0.575220445362718	0.508043493686722
#F8766D	#F8766D	0.570140476162395	0.64020312547107
#F8766D	#F8766D	0.547376834071144	0.459620168512388
#F8766D	#F8766D	0.682966009006354	0.891647293713096
