colour	fill	x	y	showSelectedlegendcolour	showSelectedlegendfill
#FF0000	#FF0000	0.5	0.528830423961677	high	high
#FF0000	#FF0000	0.115384615384615	0.127200018594971	high	high
#FF0000	#FF0000	0.5	0.516513893873763	high	high
#0000FF	#0000FF	0.5	0.642651052205408	low	low
#FF0000	#FF0000	0.5	0.517957594181965	high	high
#FF0000	#FF0000	0.307692307692308	0.430074013433914	high	high
#0000FF	#0000FF	0.307692307692308	0.223289766737109	low	low
#FF0000	#FF0000	0.307692307692308	0.390761118668646	high	high
#FF0000	#FF0000	0.115384615384615	0.138492541799256	high	high
#0000FF	#0000FF	0.307692307692308	0.472093733686746	low	low
#0000FF	#0000FF	0.5	0.466845611064698	low	low
#FF0000	#FF0000	0.307692307692308	0.411468383743423	high	high
#FF0000	#FF0000	0.5	0.615716386945877	high	high
#FF0000	#FF0000	0.5	0.588417995117671	high	high
#0000FF	#0000FF	0.115384615384615	0.235360501744039	low	low
#FF0000	#FF0000	0.307692307692308	0.353800089460811	high	high
#FF0000	#FF0000	0.307692307692308	0.371697770878306	high	high
#FF0000	#FF0000	0.307692307692308	0.452345805633414	high	high
#0000FF	#0000FF	0.115384615384615	0.0687439048162314	low	low
#FF0000	#FF0000	0.115384615384615	0.150313628291815	high	high
#0000FF	#0000FF	0.115384615384615	0.26268616911169	low	low
#FF0000	#FF0000	0.307692307692308	0.326570314678643	high	high
#0000FF	#0000FF	0.5	0.478379616229082	low	low
#FF0000	#FF0000	0.5	0.585619393250827	high	high
#0000FF	#0000FF	0.5	0.484499203343855	low	low
#0000FF	#0000FF	0.307692307692308	0.398629380451983	low	low
#0000FF	#0000FF	0.5	0.453924518337457	low	low
#FF0000	#FF0000	0.307692307692308	0.383282710701253	high	high
#0000FF	#0000FF	0.307692307692308	0.413767208756948	low	low
#0000FF	#0000FF	0.5	0.485242898780744	low	low
#0000FF	#0000FF	0.5	0.454327077216851	low	low
#FF0000	#FF0000	0.5	0.626296585887458	high	high
#0000FF	#0000FF	0.5	0.449494626303469	low	low
#0000FF	#0000FF	0.307692307692308	0.509666023247268	low	low
#0000FF	#0000FF	0.5	0.503662354325635	low	low
#FF0000	#FF0000	0.115384615384615	0.198538200793959	high	high
#0000FF	#0000FF	0.307692307692308	0.317036655124665	low	low
#FF0000	#FF0000	0.5	0.479096814029093	high	high
#FF0000	#FF0000	0.307692307692308	0.406243340646803	high	high
#0000FF	#0000FF	0.5	0.652808558790292	low	low
#FF0000	#FF0000	0.692307692307692	0.842795485276226	high	high
#0000FF	#0000FF	0.5	0.474851050441773	low	low
#0000FF	#0000FF	0.5	0.628967612168052	low	low
#FF0000	#FF0000	0.692307692307692	0.849904171877108	high	high
#0000FF	#0000FF	0.307692307692308	0.241644663346883	low	low
#FF0000	#FF0000	0.307692307692308	0.306064510438727	high	high
#FF0000	#FF0000	0.307692307692308	0.308613423102174	high	high
#FF0000	#FF0000	0.5	0.591164033464524	high	high
#0000FF	#0000FF	0.115384615384615	0.178688088559785	low	low
#0000FF	#0000FF	0.115384615384615	0.287210217442939	low	low
#0000FF	#0000FF	0.115384615384615	0.148069907402357	low	low
#FF0000	#FF0000	0.307692307692308	0.316482391992364	high	high
#0000FF	#0000FF	0.5	0.614797145419201	low	low
#FF0000	#FF0000	0.5	0.532926785508013	high	high
#0000FF	#0000FF	0.5	0.496694885650245	low	low
#0000FF	#0000FF	0.115384615384615	0.0454545454545455	low	low
#0000FF	#0000FF	0.115384615384615	0.202221411252695	low	low
#0000FF	#0000FF	0.5	0.698696627463977	low	low
#FF0000	#FF0000	0.307692307692308	0.402391763969161	high	high
#FF0000	#FF0000	0.115384615384615	0.106528439111504	high	high
#FF0000	#FF0000	0.5	0.546415222213748	high	high
#FF0000	#FF0000	0.307692307692308	0.413438317685203	high	high
#FF0000	#FF0000	0.307692307692308	0.390014395222101	high	high
#FF0000	#FF0000	0.5	0.631813554069243	high	high
#0000FF	#0000FF	0.5	0.689957087236531	low	low
#0000FF	#0000FF	0.5	0.622156473827253	low	low
#0000FF	#0000FF	0.692307692307692	0.954545454545455	low	low
#0000FF	#0000FF	0.5	0.681410887421464	low	low
#0000FF	#0000FF	0.307692307692308	0.284681453360174	low	low
#FF0000	#FF0000	0.5	0.564736443405875	high	high
#FF0000	#FF0000	0.307692307692308	0.257507723685759	high	high
#0000FF	#0000FF	0.5	0.478079054616144	low	low
#FF0000	#FF0000	0.5	0.597833817443034	high	high
#0000FF	#0000FF	0.307692307692308	0.419254766656636	low	low
#FF0000	#FF0000	0.5	0.658112990344357	high	high
#0000FF	#0000FF	0.5	0.541183063328036	low	low
#0000FF	#0000FF	0.307692307692308	0.370071269875624	low	low
#FF0000	#FF0000	0.307692307692308	0.323318848248766	high	high
#FF0000	#FF0000	0.5	0.665230878737781	high	high
#0000FF	#0000FF	0.307692307692308	0.331962070938851	low	low
#0000FF	#0000FF	0.115384615384615	0.246714224701735	low	low
#0000FF	#0000FF	0.307692307692308	0.232357963856968	low	low
#FF0000	#FF0000	0.5	0.549141907053563	high	high
#0000FF	#0000FF	0.884615384615385	0.938858920213626	low	low
#0000FF	#0000FF	0.307692307692308	0.244478947321702	low	low
#FF0000	#FF0000	0.692307692307692	0.810072635490014	high	high
#FF0000	#FF0000	0.5	0.571609546717668	high	high
#0000FF	#0000FF	0.5	0.673021022176022	low	low
#0000FF	#0000FF	0.307692307692308	0.430923994018439	low	low
#0000FF	#0000FF	0.692307692307692	0.807598873283705	low	low
