x	y
0.56981877692572	0.528830423961677
0.163855471991823	0.127200018594971
0.551828874610056	0.516513893873763
0.63566288596745	0.642651052205408
0.553564848928904	0.517957594181965
0.376509314886117	0.430074013433914
0.270721581899389	0.223289766737109
0.372325146409224	0.390761118668646
0.173611990069486	0.138492541799256
0.439106279328578	0.472093733686746
0.470745052981388	0.466845611064698
0.410563127227368	0.411468383743423
0.58195984886248	0.615716386945877
0.616503322818957	0.588417995117671
0.225106580114154	0.235360501744039
0.368446703083221	0.353800089460811
0.367514361202387	0.371697770878306
0.408681254377695	0.452345805633414
0.0845540967914233	0.0687439048162314
0.160753883117288	0.150313628291815
0.229317140146611	0.26268616911169
0.384144797907146	0.326570314678643
0.484926898681388	0.478379616229082
0.588465845378024	0.585619393250827
0.4690777738971	0.484499203343855
0.414840650794326	0.398629380451983
0.473883250926385	0.453924518337457
0.361186152677074	0.383282710701253
0.461616546008296	0.413767208756948
0.517107086885023	0.485242898780744
0.475958114698241	0.454327077216851
0.569930959509749	0.626296585887458
0.469199881004567	0.449494626303469
0.459445656993768	0.509666023247268
0.518331815001156	0.503662354325635
0.184662904761664	0.198538200793959
0.277397103956957	0.317036655124665
0.523580873880675	0.479096814029093
0.408237158068048	0.406243340646803
0.65949318410894	0.652808558790292
0.818162454017246	0.842795485276226
0.483369890228339	0.474851050441773
0.632384998076909	0.628967612168052
0.797597357635638	0.849904171877108
0.274673369287368	0.241644663346883
0.313751454909273	0.306064510438727
0.351050391436697	0.308613423102174
0.630079029826915	0.591164033464524
0.228847638012747	0.178688088559785
0.248562769295438	0.287210217442939
0.206558436940182	0.148069907402357
0.348158798764	0.316482391992364
0.63848989330302	0.614797145419201
0.524614257394218	0.532926785508013
0.499469516786936	0.496694885650245
0.0454545454545455	0.0454545454545455
0.206284436468508	0.202221411252695
0.682021663903192	0.698696627463977
0.360315958623316	0.402391763969161
0.157860931708751	0.106528439111504
0.541801359529707	0.546415222213748
0.38767754348816	0.413438317685203
0.40363981334296	0.390014395222101
0.625530481183397	0.631813554069243
0.634642597735272	0.689957087236531
0.647796367266389	0.622156473827253
0.86574542237327	0.954545454545455
0.636524056323288	0.681410887421464
0.253840326039097	0.284681453360174
0.598629595604771	0.564736443405875
0.308027806264232	0.257507723685759
0.485500063033912	0.478079054616144
0.619004914126692	0.597833817443034
0.424870479985087	0.419254766656636
0.611566585007105	0.658112990344357
0.493595719722686	0.541183063328036
0.425552697945466	0.370071269875624
0.32732515162817	0.323318848248766
0.621411369712759	0.665230878737781
0.297753854327636	0.331962070938851
0.209506603322694	0.246714224701735
0.250376008189474	0.232357963856968
0.537367270435596	0.549141907053563
0.954545454545455	0.938858920213626
0.282257376443186	0.244478947321702
0.77128240119284	0.810072635490014
0.60785279930274	0.571609546717668
0.681988791185229	0.673021022176022
0.414984441040807	0.430923994018439
0.736225142640576	0.807598873283705
0.255748801474057	0.297494549966815
0.57641030467674	0.58049831808064
0.554840484198684	0.508009999760485
0.421688157498743	0.46496490523963
0.579472544054154	0.542188821477779
0.456551351048438	0.484524871131844
0.308579143024282	0.266409754070163
0.677519580661434	0.705213413519747
0.606275147071791	0.620035295025619
0.584858990928452	0.644022419163519
